"r_1_1","r_2_1","r_1_2","r_2_2","r_1_3","r_2_3","r_1_4","r_2_4","r_1_5","r_2_5","r_1_6","r_2_6","r_1_7","r_2_7","r_1_8","r_2_8","r_1_9","r_2_9","r_1_10","r_2_10","r_1_11","r_2_11","r_1_12","r_2_12","r_1_13","r_2_13","q_1","q_2","q_3","q_4"
-1.211671763927564,0.642121742881904,-0.0610654876100582,1.3554755334496662,-2.3273342626650835,1.336536659086848,0.07231184756112646,0.2074436808769693,1.2189321751418039,0.8346439896839932,-1.6933877988619754,1.0453274313949024,-0.07888673215382383,-2.812713706488184,0.7322751662756489,2.2270934589536093,-0.8932330278328816,1.568141082819122,-0.6524360239754379,-2.1912771144866077,-0.2936813385462767,1.6447932317126623,-0.5581084906943067,1.6528916985239572,-0.8168027849420436,1.1396586482824524,0.42652300921617325,0.014990003903027533,0.9334268798791829,0.0005237938077761068
0.3495336162335067,0.7554560790617898,-0.06347608098716145,1.3443179286739555,-5.263687501535382,1.21470636623489,0.04504676685504158,0.16347843358348382,1.223445701610154,0.6552667507213621,-1.535277503503769,1.0461003789366137,0.2657489312060146,-2.917862029599353,0.6943311093724959,2.2533220319520546,-1.0682691620472615,1.5880154185182405,-1.9691375218669687,-2.5268935329094093,-0.47010306279581504,1.67407088587205,-0.4582763544355439,1.679647297944213,-0.868816814765644,1.1455329063143636,0.42163323953028575,0.011567909098823697,0.9809102491673442,0.005478393226712225
-0.9749858831574765,-0.019871783500856846,-0.011503762188845064,1.349486599589113,-6.2819772296590575,1.460994981760178,0.1306870330819212,0.1586111297892409,1.2628356541046635,0.8136051245565501,-1.6954630361266947,1.058393609710852,-0.007655096766485042,-2.7755165153251253,0.7163543156475476,2.2346559574697675,-0.8595709279599711,1.5680246001335811,0.017319607675338827,-2.75384329678787,-0.28074379052821646,1.6729725267943554,-0.48181245109677656,1.6981448911311763,-0.7767666054818356,1.139019608684658,0.42251470248835654,0.011939628631992414,0.9670348798462897,0.0013583807048905352
-0.5927616141586624,0.29413440948089203,-0.028370753834217277,1.3734345962040924,-4.476378085935384,1.1535214853674547,0.03885598736507645,0.1492557692509811,1.2327646769974814,0.7676949982382774,-1.6060603787616865,1.0708490669008721,0.03157326329181556,-4.097230610265033,0.7251024598309707,2.2340462029351156,-0.953438180879624,1.5746597275454195,-0.6484045726422002,-1.9538773350065866,-0.42804278969077864,1.6642103865686206,-0.5164435828649421,1.6685114605624283,-0.7728659224612094,1.1492283981845741,0.42933187270159245,0.015871621442956074,0.9527045462772179,0.0004017826234713536
-0.6400760478258252,0.9676379577543964,-0.029680727057592757,1.3251604738251934,-3.6086026656014156,1.381757768518961,0.12619775512446174,0.16928641005017195,1.2096524453506274,0.6963893215427922,-1.6181701766819516,1.0455295580896393,0.040121216777461846,-3.6772739764638103,0.7116800247306531,2.2482419459289975,-1.0653246720665017,1.5430573752841226,-1.8138277070570488,-4.208470270191744,-0.4234067012224034,1.6442318086532504,-0.578656014613612,1.6679631206819683,-0.8828253247529662,1.1497735706453738,0.4370882393764108,0.015417543554650389,0.9601520161384752,0.007234670559276924
-0.6521791382530313,0.5566751253056684,-0.00616775451807036,1.3700995912075566,-4.700209735722915,1.2716621880299235,0.05265922438993971,0.13850467401853545,1.223221188267495,0.8255856544976037,-1.6155615497026494,1.0727325967668835,0.12894835172561014,-2.111460000345782,0.7135668505469889,2.205674234761742,-0.9180914192486836,1.5813834198953396,-0.2865886437917065,-4.210247650611761,-0.32821630250612427,1.6786529485611936,-0.4835277216913253,1.6910688629362667,-0.797850826798346,1.1394515439822916,0.4538820925326467,0.010070984791730579,0.930266251442164,0.0018960871684783076
-0.6382095547536067,1.0844865817999012,0.03994110710035019,1.4056341451305487,-4.303703357388027,1.5490824380073804,0.12052082418403037,0.19928934468411974,1.243256356374184,0.7498199065177412,-1.6521003931916476,1.02569377253955,0.1885596690707501,-3.6863520608932174,0.7814767650908333,2.237720941272965,-0.9643890371481968,1.578992225891398,-1.8459477591291538,-1.3138891238272334,-0.3719953197749845,1.6653882800958728,-0.5290441052184571,1.6779869365913491,-0.8204098255125726,1.1389449509071994,0.4041261793556759,0.008759051561926079,0.9447868616768432,0.0032877450570975753
-1.1083536655591133,1.471544382197482,0.04289555903683258,1.4142720070682457,-4.9494481750626464,1.24152566320605,0.11865480252272825,0.19521551898270068,1.2099248508937526,0.6912002768119769,-1.5075331098608935,1.0655044684299035,0.09693276171006376,-2.64523573664283,0.7821819141395515,2.2145727482386035,-0.9413343080585167,1.5594395588721146,-1.7282372630289786,-3.560388231510351,-0.30125170287603703,1.650169986714031,-0.5377049392241541,1.6733962403378095,-0.8271604025975126,1.1455869363370554,0.41762759891762585,0.008256955139761974,0.9036450311925605,0.0025547431214843768
-0.9411449337799976,1.2073794707768235,0.008601781254252677,1.386959764906022,-5.003220644932531,1.150784107791832,0.11014798924530982,0.2141023038483641,1.1864824229965143,0.7043076127345743,-1.5874489279010795,1.066023704530184,0.17563709209807268,-2.185725503822351,0.7959934312090267,2.204102778549393,-0.9279086106620402,1.5690335022812056,-1.362866227011202,-3.6494253475513903,-0.3149360893990718,1.658899039353811,-0.4844786708525189,1.654220142278199,-0.8338166379041967,1.1342097985660324,0.4486175493735506,0.009053469421366239,0.900700156024326,0.010320067612756426
-0.8852733115452862,0.16686743211457666,-0.04384549987973464,1.3570517961039628,-4.281756279925456,1.5228342262127175,0.08596229838546954,0.15478838225487185,1.3278902441987372,0.819943324935103,-1.6356547694141719,1.05117264457942,0.15498748971271498,-4.300939949381234,0.673731780479993,2.2363510934164994,-0.9145186725072533,1.5573686124069004,-0.9394433618247892,-3.258855628323124,-0.41395810398649313,1.656766292900405,-0.5330327611256342,1.6830581670605387,-0.8426903112599702,1.1349180458080879,0.4240334179456959,0.008443324283775061,0.9658570883476723,0.0022717073559910114
