""r"",""q"","η"
"[0.3461069315174118 0.6983799560516962 0.07417178290214824 1.1277237434422125 0.7822382435331128 0.3015848479457151 0.17190073519076549 0.8085970061986392 0.7523078021095304 0.13294134106619926 0.7191333421285733 0.7213665591713849 0.5741618933577256; 1.2592679016326018 1.3904661916286396 7.955367437248038 0.22462616218556353 0.43240049769967354 0.9526608010380591 0.636043020694791 1.6945687380918013 1.061708596530405 0.5010547823398197 0.8357004313687264 1.0045949338903486 0.747130890077079]","[0.00010315575311739066,  0.07209695003609781,  0.0003908576248505301,  0.27432732049172986,  0.00028903491765575756]",0.8601433627330657
"[0.708280565711251 0.7247374528240889 0.03674452478760107 1.1681199315597655 0.9160700741283951 0.30763132123951464 0.1864104208879691 0.8257280691606554 0.6606943738448122 0.13379309616860383 0.683218362383684 0.6862551957958334 0.5446557554869206; 0.6867972054605622 1.5087304661528718 6.107523914278486 0.2072387385006632 0.35027473031487144 0.9554316063119173 0.6003689316997332 1.7044294291084672 1.0635792973806213 1.3122990371910073 0.7220413719053116 0.8885609195531938 0.6654627141612304]","[1.8862607972714328e-6,  0.04883003215421805,  0.0024068550963044803,  0.29231068143332506,  0.0018173265209651163]",0.8729092067249036
"[0.4116484700828991 0.707800284569092 0.10858601572490505 1.1180104802143473 0.9584339552836563 0.2992678942100202 0.18562553861368783 0.814386691332033 0.7785087308599503 0.22684503214809099 0.7160342059681253 0.6874739344149865 0.5508741016592127; 1.5539330542512166 1.4606026375579468 6.12251958504767 0.21094597391905878 0.45016447768470386 0.939677854867076 0.5547698130350625 1.6539389686036254 1.0964292397858322 0.6947944382854859 0.8840605825863309 0.9569655168827498 0.7152539333946327]","[1.5381877486445953e-5,  0.06279440119912694,  0.0016385433700008359,  0.2723583220664541,  0.00022255153230068097]",0.8572798278212004
"[0.5040196451997419 0.7339906022424971 0.0370182057540767 1.1703840944849477 0.7888361207547441 0.3054351617598872 0.10923174834345156 0.8303227316545922 0.6414004878120381 0.09882017744290467 0.7085007648069632 0.7277400920902986 0.5427338886234072; 0.6456169810630168 1.5606687228985283 5.773704647588538 0.23211529176148302 0.42601282842860005 0.9777768203230248 0.6518023758239796 1.7539633040345453 1.0825113761960063 0.827552025144446 0.7311152484987511 0.9919875225217026 0.6753430865841585]","[0.001663858851080719,  0.06745153976032282,  0.0025719771883369884,  0.30398028161977897,  0.00017530227072001372]",0.8738266497431555
"[0.43110647959651044 0.7639646127846681 0.10466830126861698 1.1607005847339336 0.7319666754200288 0.30721609408613726 0.17520701788387696 0.9041315215188268 0.6768594123171521 0.12539713837854613 0.7026352716104398 0.713011357995615 0.5301057967341057; 1.176860176765583 1.5602547587920155 5.332820455814371 0.21188942903589109 0.3495548788797689 0.9534706025916881 0.7038244335662089 1.7149676462238854 1.0626112322154324 1.111070784429113 0.7116139689965247 0.9969505846405096 0.6842261019139642]","[0.00039230801000262927,  0.056079826436253435,  0.0014438168766259592,  0.3076814052883293,  0.0004059835877457206]",0.8765762768920572
"[0.3748642398129719 0.6520123609884764 0.02380731189536919 1.1136546495023292 1.0344837028682623 0.286076365492296 0.18172240350208324 1.1564914753985558 0.7474137580567753 0.1470148750218524 0.7167627404153999 0.6767247658955934 0.5705771980881779; 1.0127111340141084 1.3055640214100102 7.389941160523804 0.2053935261590862 0.4617037352044947 0.947929922700022 0.5494879100224349 1.6931900918838385 1.1091794210260333 0.586898090956274 0.8336336307736609 0.8876647327216758 0.7160086509639052]","[0.0007694446338418186,  0.043910770504964176,  0.0016834318069243778,  0.2619448161936675,  0.0017146895888285221]",0.8516364921032721
"[0.391098473022111 0.6438732115313223 0.0450861370122668 1.123177722123448 1.0251131061448353 0.2853997672856319 0.16272383945272761 0.9329089630012366 0.7316103760405248 0.10402005549503729 0.6826627840953066 0.6881793961041658 0.5584667668035717; 0.9772564837813514 1.2987940356038972 7.842197408812349 0.20596925724360493 0.48069654159456626 0.9424502068365787 0.5460807024619496 1.7173960820183776 1.0772121809874582 0.6071906629415731 0.8613400446243644 0.9348872885267284 0.7235611628446676]","[0.0018923968160696062,  0.06753780961117481,  0.0013564771281721368,  0.2587586969300148,  0.001533653576799192]",0.8492088162918571
"[0.4578759027995471 0.6645304520725441 0.08821626982701933 1.1200120718547777 0.8958471467324605 0.30705636898112054 0.18393581193940045 0.8070024133233188 0.6744116714490125 0.2170661842781721 0.7091249256020697 0.7247665730797143 0.5437921754200469; 1.386775386606563 1.4223404113079678 7.029698826211957 0.19215402095519155 0.3960398031677058 0.9249669465548654 0.5441694877356735 1.7362199066412667 1.134746360536818 1.332653202771202 0.7016608449498916 0.942180077772334 0.6934054336208058]","[8.711976179218324e-5,  0.06703416579912781,  0.00029794455806565415,  0.28467393868331886,  0.00028526125132409286]",0.869676129065658
"[0.4989365594120914 0.6743373903166597 0.023134951093591614 1.155637307802854 0.8156361550418231 0.3025947738566691 0.15414914960280965 1.0424019179413355 0.7466010279269417 0.0768099257348163 0.6960301379558587 0.6736370525668615 0.5624263948414321; 0.8240410552284111 1.4598254632704877 7.058717872457008 0.22614576513712703 0.39570081509889965 0.9859379375871146 0.748327730345616 1.7269594471592005 1.04612323722379 0.4973873756341249 0.8479726631258607 0.9598307119724833 0.6909071684780205]","[0.00047196337763547665,  0.04636051318100313,  0.0019516315335590133,  0.28737625166249087,  0.00021925680456531848]",0.8555639773438171
"[0.4007612052829428 0.6396196645641758 0.014845300474057037 1.1387077505240042 0.8765951317538945 0.30109909312990685 0.15616929617670475 1.052075781714269 0.6845811533475243 0.10737858210512605 0.677774444282436 0.6845893355445578 0.5703762118554233; 0.7454895281642921 1.4283225553800514 7.559253758072953 0.20804608125593382 0.3771003517587863 0.9591083444166305 0.8040914461826194 1.6568754217570167 1.0866452370389441 0.5650748558424235 0.7725353163990323 0.9798184357758909 0.6572916173109445]","[0.0013174178183396328,  0.039891291264174435,  0.000397113161713775,  0.2809086293181753,  0.00023167388280869271]",0.8597278844717625
"[0.418784898658838 0.6647257293208277 0.018232917246648217 1.1560612128173728 0.7904514312842035 0.2855296309964876 0.15631307267462827 1.1323459079818612 0.7225202842637328 0.12189361949195752 0.6762387241048551 0.7190418918044694 0.5707822963725733; 1.0629414084014697 1.4426106567690984 8.487028439847816 0.22409268739035873 0.3888230117063191 0.9151774004328683 0.7502840854630117 1.6922133734264606 1.1290555182445186 0.777687009685684 0.7808101420144238 0.9211915848318911 0.656607818945369]","[0.000474066316963974,  0.04151994281333195,  0.0028942995726814517,  0.28835814168640056,  0.0002209906011046325]",0.8517101129351252
"[0.4162288169498959 0.6680501549511707 0.09084688172733915 1.1222570884207235 0.9788394906562432 0.31840440490819494 0.1560468015366838 1.1812831071707905 0.7015836574280931 0.18626338789912403 0.7323944081600111 0.6589533048945391 0.5331407627088104; 0.8633059295495619 1.4124085871483556 7.145025499623103 0.19149593023781372 0.43734520598635107 0.9845992672064506 0.656882869840859 1.6186148559981521 1.0576075873401969 0.854512785745446 0.8179227578860451 0.9852830030231795 0.7122097488668374]","[0.0006445662507228046,  0.035829661196179495,  0.0009860350798000927,  0.28005868644811516,  3.354731901460116e-5]",0.8647419803559242
"[0.26797433692761247 0.7142059225138608 0.05484849116108483 1.1815240149128257 0.928091336944119 0.2895429236217532 0.19821320454191282 1.1154920839920448 0.7530664773461073 0.13091323246517064 0.6761104940870527 0.7023255809242592 0.5698146160099958; 1.1340143905392708 1.5254702162784222 6.901476269344431 0.2231836845664948 0.38173702382919084 0.9040617891326415 0.6163331506155316 1.6952316702448798 1.0941903443489125 0.8755119579298631 0.7191595925840453 0.8938628779953571 0.6483274993024479]","[0.0005030964666948824,  0.026930019490215472,  0.002328576132052784,  0.2793359825107965,  0.0034629631483391204]",0.8631988925005363
"[0.7615200090585948 0.6927387684632611 0.049099958256500716 1.1017388898158782 0.8144584582986037 0.3065594900177201 0.10348399373538919 0.9538063440379908 0.687891661151906 0.13233518728543142 0.7456942216411205 0.6726101373333007 0.5268443638600894; 0.8978903749836522 1.391238542849515 6.935317756636486 0.20397901857677284 0.43983143861280855 0.9823701451644904 0.7352878758028745 1.5750842315245437 1.055663177687784 0.8369355341526074 0.8495646909676393 0.9652966714684316 0.7048052832108627]","[0.0005106665799700078,  0.04583145966710673,  0.003035524735818859,  0.2903493466900302,  3.5878840789870694e-5]",0.8622749481986982
"[0.45757803224194604 0.6798766801160331 0.07419522955264996 1.1785635673030141 0.905188261144046 0.3050297754528634 0.24872856266220011 1.1831493913454343 0.7403790179123224 0.17310432531049344 0.6657737607104399 0.6981293608257073 0.5648959955849434; 1.1636990422361295 1.392892812667712 8.272389411937828 0.2133066795115428 0.38612719377131566 0.9134106661396203 0.5248583274855303 1.77271882117923 1.1004826181553484 0.8780891894137749 0.6943099582483325 0.9234017145982804 0.6830776346237274]","[0.0002716616699810393,  0.033616066560971734,  0.0009470534153249561,  0.27137281648564376,  3.1204740563554905e-5]",0.8563402574004124
"[0.3102875302876145 0.7254623678242771 0.012340310634041169 1.1323869510572913 0.8785030533134279 0.31253373382912275 0.13481809255221525 0.7956022988893432 0.6712123244381468 0.051475013218422044 0.7094259042677172 0.6818945433998659 0.5506993818186903; 0.9455713177868935 1.33599304191656 5.632620216815452 0.1924271774646555 0.46108191483148814 0.9674757587488757 0.6379932378213261 1.6815742713834885 1.064173076613979 0.5354336521271571 0.8062559586330614 0.9638236884113388 0.7065619111045887]","[0.0007317260551306567,  0.06331424751122953,  0.00206348080189122,  0.28803279900734713,  0.0007422438272606546]",0.8646723881974762
"[0.6946597281980988 0.7693328192600669 0.11392895486150367 1.1636514416732315 0.9955555786004189 0.30186776966161016 0.2221770835811347 1.0926287700858495 0.6837363876185851 0.10590348468298115 0.7080640863636161 0.6987546299467077 0.5397114485239416; 0.8562678611437408 1.5518660421596429 5.800798362804095 0.22375362663249443 0.4064194754213951 0.9169500369768433 0.7118176990508687 1.6493621812959158 1.1139943791217441 1.1988769805858865 0.744355897291096 0.9250052387916398 0.6761464886745127]","[0.000384833485826874,  0.04480770321430394,  0.001286105560691355,  0.2628299705752994,  0.0006461687130704537]",0.8678963237655831
"[0.9821156644876884 0.7283630574446951 0.049631954400548225 1.1366907851663521 0.8507819585662626 0.2960539841861942 0.18169190024519608 1.0607830739494957 0.7449026290962883 0.07503077671019369 0.7631154477565226 0.7142337636681122 0.5503513619145153; 0.8364705895411223 1.566797249342422 4.18538595364172 0.21922575656144927 0.39642791589294246 0.948317085854861 0.6482520611940604 1.5239027534197127 1.092488342359183 0.7822724466429632 0.826921109792983 0.9648626318721746 0.6636246413630305]","[0.00020820179536753183,  0.03718070901258824,  9.098542015339012e-5,  0.278615456409636,  0.000756372499595395]",0.8790714169920549
"[0.2628294645072905 0.7439256644241441 0.03829755197122378 1.163941369708196 1.0417032892087337 0.28767809695382746 0.10891057138382174 0.989067356119782 0.6750009515625311 0.08448679556366584 0.6756469234656464 0.6683373075926823 0.5257409334975023; 0.8983755797020228 1.4546309811280755 6.972646225703755 0.2200267478638802 0.4325200720996993 0.9057328160242869 0.6101907866896285 1.7886143722908687 1.0896303082381724 1.1172727437441246 0.7338472343093954 0.9328752384370691 0.6938806673935721]","[0.00032878861574896673,  0.04429921628948171,  0.0022815618857029867,  0.25996593991498246,  0.0005842038743214517]",0.861532942153435
"[0.5581943163761208 0.7162497447384166 0.10049061023096664 1.129651750313637 0.795075647817295 0.31577112300353616 0.19755931965681556 0.7754996744508691 0.7463922716873185 0.16274249155288045 0.7403904291669647 0.6840086486542207 0.5700987496684414; 1.0350331334231917 1.3863504595355294 6.0762725460732 0.19600174870682635 0.4289661800732357 0.966654201243077 0.5815646174613684 1.5353611987974205 1.0364642817081982 0.9040384755019736 0.8068344268489472 0.9000363722024519 0.6799071595504118]","[3.0061376709263415e-5,  0.07359175834604126,  0.000889053774641373,  0.2723762574115453,  0.00023645516131615732]",0.8609890217580674
"[0.4863286399242474 0.7519543068131557 0.05734584439980857 1.1438379292323662 0.8842656060475081 0.2915673046926416 0.1418658162779304 1.0494037282984265 0.7105059805433704 0.13405435865568227 0.6569437634188721 0.7033571067101813 0.5218426705926201; 0.8459392354860937 1.512150223582731 6.203311365671777 0.2099197263930886 0.39705628168680507 0.9555852631772052 0.5619584736791208 1.7710365270280783 1.0618888741609653 0.7788936294868216 0.793130282240681 0.9684183347001083 0.6917850847883089]","[0.0008684621733519391,  0.048118655163559586,  0.0009739671577981598,  0.2752740135030519,  0.001738449357575798]",0.8676721544671961
"[0.5174219858219493 0.729780629797933 0.11402925463658065 1.1553574589749738 0.8802723975239487 0.31458760829183596 0.15515545234064948 0.8123144768501859 0.6802925101916065 0.1735415566628345 0.7309217406308767 0.6773446088244255 0.5815757554010774; 1.0037455994321947 1.4202221189164859 5.827931010161182 0.20632091308685357 0.45155424885106354 0.9418499114757014 0.5685104134473185 1.6897125478434623 1.1042838513415043 1.102593485410671 0.7239801606801282 0.9316837812888694 0.6638060286704106]","[0.0003266730056350357,  0.06545658417458355,  0.0025103977789623926,  0.2748780381967639,  0.0001303045780388832]",0.8638836419943438
"[0.542771052306739 0.7019517136196829 0.05079831453948351 1.1508660644674222 0.8248115316333953 0.2902146910326025 0.2558001367553534 1.1025958606614596 0.7268447358424364 0.1469020159968523 0.7101246063564861 0.6803932323045333 0.5168015740396957; 0.7860977770257224 1.5302359905008205 5.71955453428861 0.21065950867738034 0.38410021110441317 0.9386141010394549 0.9391032042229229 1.6415118988668447 1.0749039480790088 0.9948368087595569 0.7847571978162536 0.8741272692746757 0.6492452312948631]","[0.0008786171478566554,  0.039324658698088696,  0.00036236064829249835,  0.2921501842154038,  2.4854130643739905e-5]",0.8741076868712063
