r,q,η
[0.7233210359647542 1.1242319040055655 0.10755602189469886 1.2341157442031356 3.2779914695225423 0.1968051402340278 1.223704586233025 2.051165724063849 0.4011340662456442 0.6304297121156515 0.891503320779448 0.6986542005353084 0.5024367983275345; 2.153608284008142 4.3930247183045195 0.4119973213721631 1.3265115427311513 2.5221057717126216 2.9558642841813567 0.10492385539901251 9.529644792820275 4.806954183795189 0.9245039366543819 5.506926985790906 5.171379456018679 3.2218263026548613],"[0.013352177422792997, 0.945094953893181, 0.01660989096432862, 0.48919080799299336, 0.002290107672127386]",0.7051521861905239
[0.8582467301743475 0.9815554122601962 0.25723027234504603 1.0190652752870164 3.4412637214277493 0.1981529989827859 1.2037522063638417 1.8826207427500241 0.35232159371396365 1.1855421462481914 0.7138649338681009 0.6614260762140068 0.4028870739185738; 1.7819959401475787 3.671138648852784 0.1320864230892297 1.1301332128955799 2.1695765198969363 2.6346539799851754 0.5069984677213546 7.8942978944861295 4.814990129331239 0.1402047495670633 5.323449624076897 5.10360448384072 2.788858955500651],"[0.00022898462092235208, 0.8239748201255945, 0.0056202635795086315, 0.36189579896879326, 0.0008743051561474083]",0.6888845847557895
[0.9992171036130328 1.1576863015180512 0.14550162378688533 1.2203073588395013 3.272118493585658 0.21187212281471893 1.5624131497832183 2.1233115444122923 0.3987236545218441 0.3257227229240246 0.8808488221819357 0.7158320222849293 0.5475642169849202; 3.1248202636199616 4.374044819835263 0.19651651347641486 1.3007288707114553 2.539218458622142 2.9796661966449562 0.16110133525458303 9.750060047204306 4.934481696286271 1.0375815563604522 5.30030770466924 5.146638034005987 3.3318497064461186],"[0.0036140872087771403, 0.975327345777008, 0.0011093896568659747, 0.49902868322832933, 0.0013186162686272941]",0.7124001102161621
[0.6869648750901705 1.1072588310612488 0.17046077507398155 1.1266015586734537 3.193558622822228 0.17203292122914204 1.4494689289593716 2.175573608823821 0.39781646430493994 0.40867993973559097 0.9018338599760702 0.6494410939521784 0.49545902698386046; 1.8021773459013897 4.613651120173003 0.25966846625127676 1.2754698374971754 2.910270311050166 2.8847733902716093 0.16204438787319664 9.250609856279597 4.740068574786007 0.4771257863340724 5.292129499173724 5.358894425453013 3.207328178763038],"[0.009943886510366918, 0.9131780436054575, 0.0012691841176614587, 0.45547539617333577, 0.000504753311534366]",0.7046732615207302
[0.7109368783453924 1.168927156678526 0.11490096652070003 1.0982602290745866 2.9732732293702533 0.17511095403040522 1.676442922764443 2.2519118095780666 0.3796732830844424 0.3967504361733367 0.8903343484711566 0.6832833940417726 0.47592225559255386; 2.105428631554228 4.8321642598785095 0.4375248467818922 1.304111519783624 2.7723905843114336 2.869831681677895 0.20148264046966127 9.325951130502235 4.936763567245278 0.39556511887276397 5.260811782231014 5.273488296490605 3.2616020705361435],"[0.006233640299744376, 0.9474997393404494, 0.0017617994612075447, 0.4740280021436385, 0.00022475693462311328]",0.7026728228650292
[0.6059909537656066 0.9258069299236423 0.09551788389329494 1.2249426047164984 3.25173715051352 0.22268176199290438 1.052891147177812 1.7872224754421513 0.4185126764619164 0.7157193911798623 0.7260216533148142 0.6685130199735346 0.4543739389798374; 1.8422317217475004 3.7423242138410218 1.3435321714273383 1.262034291303778 2.329506679480546 2.8047259805261886 0.4635120285444719 8.429827012324612 4.715386592341984 0.12129330772979847 5.33108861191034 5.191820052093748 2.8665804471392797],"[0.0054309191666887255, 0.912576551772512, 0.009104041111555843, 0.4202877192493191, 0.0013245387476692677]",0.6732712081817569
[1.0034026988755513 1.2371480051798134 0.24552347068592917 1.0633669903566882 3.3108917749207167 0.18682126979393163 1.3908127598419882 2.326900863715302 0.34513253791817927 0.9765125791185086 0.8628678672958103 0.7199747259203517 0.4499459880855633; 3.025987073651863 4.503456365951351 0.6476742664489153 1.2351418852806586 2.4960885312364223 2.784933039766766 0.23447199944221886 8.58667275572121 4.897945196259506 1.582783475768763 5.384480166184117 5.27401236675049 3.1284896687804835],"[0.0002777041578712448, 0.8207416880636969, 0.0067631382184310486, 0.43831428597653155, 0.002521289382910317]",0.7060943326687943
[1.0726281092080827 1.062090553220073 0.3130682195005641 1.0887561539194244 2.9863764632433325 0.18408683621050803 0.644930407719496 1.9929153799166806 0.33329545322721266 0.9322212134231183 0.7892954779031659 0.6744757067344175 0.5012705015883289; 2.849156702953393 4.236699673500301 0.760108721492543 1.1443514904871432 2.1877301823621713 2.823394391974766 0.26637472468344625 9.479247068927368 4.584273827276135 0.3391112996494512 5.1957851136673305 5.088036969674555 3.0978707890546704],"[0.0003561120079138746, 0.9535545885828028, 0.04013944839403209, 0.41562290070292174, 0.000918663610238766]",0.6848013614954434
[0.6652973238524919 1.030026737859291 0.07366511989679318 1.1545389963233696 3.2302003831546835 0.21285832953779113 1.7522745754854985 2.0860685428970593 0.4328427905033734 0.5679057183781083 0.8145676904571053 0.6873547897717724 0.38393791903929997; 2.4122562231621645 4.434840033086758 0.9912978650051969 1.3053417635887883 2.6029331188642013 2.820120403892916 0.3576289326652626 8.165428843866351 4.977857636109641 0.7608905779921515 5.447586849174865 5.340517139129464 2.979469717274955],"[0.005694146922009642, 0.895283574503495, 0.004574007697032249, 0.3972054325460796, 0.003247795525881877]",0.6953918563887853
[0.6964418564569766 1.0262373840797305 0.07687578402187868 1.1633035983563207 3.222457845167833 0.21799280773181917 1.6008392835894982 2.031849505123395 0.44847904594076626 0.6121190149423544 0.788898090142389 0.7137219530051373 0.39065966520262235; 2.4532029287839454 4.378026211265988 1.1609590479591074 1.3359928478153296 2.546715870586366 2.866593536081515 0.40635819867511247 8.289377379862218 5.036135635619573 0.7960380633892791 5.578471531594734 5.391398214884413 2.9595337248023017],"[0.005032567293918268, 0.9038047522864595, 0.005001541954346897, 0.3950967070498766, 0.003113644543844428]",0.6906853257777816
[0.9648883321678287 1.0052923981366533 0.41007341548426535 1.065191783472142 3.2126350407483577 0.18788349070591462 1.0038255508822824 1.9785657636501128 0.31723252606206775 0.826807926991743 0.7305591232510473 0.6326561070719297 0.5402660702849968; 2.2662884555374325 4.157268655673926 1.0496597247105348 1.1132728455234755 2.238168157417801 2.7907047823042532 0.42971723728209754 9.21957930932712 4.414897019091644 0.586446034945431 5.26345989792528 5.0826348954931895 3.0703633285990053],"[0.007423273409337158, 0.9086777221266175, 0.009169181800957342, 0.4226574584467305, 0.0001959588679189789]",0.7000892780776982
[0.43773683645996847 0.9949456652529396 0.06982577535644822 1.1849163916030858 3.242575728258861 0.22477001406601022 1.1979286843462078 2.136542812056464 0.4656317083653557 0.24667790340126108 0.8036606022480257 0.7391862803511577 0.37072724882496044; 2.3852396558515876 4.400231563542534 0.8418881660048851 1.3236172993585809 2.748160010071299 2.734451009361174 0.06691019247106152 8.464847477039449 4.998621860017687 0.1851119360013164 5.516825723195148 5.358834710661517 2.966295152663357],"[0.0015333406027158891, 0.9026545829358263, 0.012481442343600772, 0.4263426790390483, 0.0053940280737181665]",0.6994070222874799
[0.4680147552837026 1.0040090283882104 0.050528115345247794 1.1595975949750823 3.1597786176384117 0.21433020471860892 1.0492766206988586 2.122990114637336 0.40920389093298504 0.14383876967836956 0.7334235404320281 0.6000492985016094 0.44730669614376034; 1.8394579767516446 4.007616583171271 0.5761641256929106 1.3084008581622881 2.9324076562800387 2.8205834107197907 0.11337904590165108 8.664548657405614 5.06384034360412 0.15395514331535062 5.359728503563585 5.371444681900362 3.003970963956506],"[0.017333541807200942, 0.897633069061883, 0.009852400613857582, 0.4626019925485262, 0.0022420309677063173]",0.7053897473791336
[0.5344815098937958 1.0251181652533474 0.0488658346369054 1.1009714971159668 3.225896031452753 0.20346546481811584 1.0664878453243458 2.124546389966806 0.3872153732741289 0.14032840724457887 0.7905120930899296 0.6081974396290906 0.4402166984556674; 1.655575692958037 3.9564930894536023 0.5249836363977867 1.3708660477088812 2.819201151970456 2.826745945905466 0.11994606357925135 8.640526247046393 4.889078689961955 0.07478597427076528 5.503427523864575 5.456842159940024 2.9846202007387483],"[0.012542028019585854, 0.9463940335465928, 0.007156075674728681, 0.4640317784744819, 0.002152699064092966]",0.7015561946987106
[1.2262214973460168 1.0783127034524294 0.17754777350680265 1.0786756723772002 3.5966687248643407 0.19556264146760588 0.817695623218607 1.9330733410527265 0.34877906892387583 0.7866799247033794 0.8235331829032989 0.7487176319558164 0.48192858990492193; 3.9813984843252883 4.053047314592217 0.5722626735301927 1.1457743855557858 1.8933212083832058 2.910733052379168 0.6364685211452581 9.094786700984628 4.769701262864189 1.9690838127051113 5.0545706190889925 5.122843056650364 3.138141083407107],"[0.006647776090329923, 0.9344591566756529, 0.019059816270241607, 0.33904593766859603, 0.0008244812483313364]",0.7039867647309177
[0.9020924698262379 1.1073444604695855 0.1770978464140403 1.1063799375629495 2.892100781109103 0.22352699179373153 1.2434702776754032 2.0275184425060644 0.40821441043450407 1.0455332526421774 0.76467075037562 0.6224416427994959 0.4274804268236594; 1.2190379816042591 4.212204217978517 0.5538135314420435 1.3270942093614586 2.751334516750915 2.772897776429772 0.06625792666972215 8.40211979234441 4.809974753465614 0.13241999131877796 5.298755620109934 5.288634688441933 3.0715973789831943],"[0.0016753728000465774, 0.8241959239040946, 0.01991944955866127, 0.48525303736246783, 0.0006488098758816467]",0.6683867538783029
[0.6488732765812367 1.026817015245202 0.24093030078797736 1.1215453347784623 3.4607020751467887 0.18738066683849805 1.4571160921124133 2.076924742059398 0.34654581052431854 0.4088027574807406 0.8206571586721336 0.700385216893535 0.49831677081671477; 3.18509056469966 3.8416968829666596 0.7776672525840587 1.191248962830871 2.1132467876292016 2.772474011718591 0.12744959911544543 9.122918373462188 4.785526673557344 1.0938540836413788 5.194932349890814 5.304956863346056 3.1405732892201583],"[0.008441081044647252, 0.9349240321795618, 0.00329361418529304, 0.41140680062297486, 0.0026468416223735538]",0.7193708429105098
