r,q,η
[0.18511701485824436 0.760886153495268 0.018578377833692598 1.122953528585915 0.9069406493144895 0.2902536061421299 0.0899480836796461 0.9161175789703636 0.7539400552230435 0.04675067493542197 0.6945118788948627 0.6621900595620578 0.547032947171036; 1.9601743244188206 1.6069752359720066 6.383723099979523 0.21875359096948788 0.3955137520921677 0.9564230854549023 0.5122000358974144 1.6942305415125603 1.085373225625307 0.8963483766581859 0.789326362517152 0.9090174359019711 0.6630022885419379],"[0.0015996793017265297, 0.05070915415238608, 0.0016615620367142253, 0.2739369582439883, 0.0007188126132923378]",0.8707056021696875
[0.27012534484928 0.673811631575718 0.09414584388169145 1.1428734980490518 0.8277672478366619 0.30287886660846186 0.09422459777682557 0.7849697499149565 0.6532211377621975 0.07029831451242162 0.7185170556680485 0.7149654673500765 0.5507199471843225; 1.3565351272877129 1.4303738067127232 6.450353752245226 0.20074970506107373 0.3920342796665726 0.9350681466468805 0.6696048348115999 1.7359902083745622 1.0845131685124951 0.8698096680700257 0.7980421005361414 1.0045534660660056 0.7426720295663369],"[0.0003609275972208493, 0.062485419198668006, 0.0021548194537203327, 0.29442950393870476, 0.00024939806081931536]",0.8638263269378826
[0.5626818578416969 0.6730108305238918 0.06111892938094637 1.1539862864980786 0.8212210611142288 0.2778083646848717 0.15813868654294366 0.9192723569296017 0.7970927374722439 0.14105059891496435 0.6836989049645014 0.7241587332427533 0.551383428027548; 0.8331021269380359 1.3781426543743078 7.570080773148539 0.21871111497767987 0.40861069350356044 1.0052620689071734 0.6029888237440535 1.7408004796331702 1.1099337260118411 0.832250539723562 0.7735296144668569 0.9277446924933307 0.6800814390730758],"[0.0010060999388033026, 0.06813480390185936, 0.0007863373147715986, 0.29591869004084703, 0.001559762673962318]",0.8622698046823942
[0.36092426614589557 0.7606980522933056 0.06262205969136687 1.148552892644021 0.9256482252504485 0.32413678857910244 0.11454773189721756 1.0819370035052593 0.7307112808837841 0.16592606024141235 0.6615630866273483 0.7035329136987092 0.5400767331339081; 1.1495848552868837 1.675786332166058 5.265487630090341 0.2023737112492472 0.4098888095160381 0.9259709167983536 0.5916032376108807 1.8561572128622397 1.1037702806639673 1.0724801303948435 0.7002434674530872 0.9334443661239611 0.752015507959288],"[0.0002349127956933113, 0.040231986533656554, 0.001402958128922345, 0.2795933859080037, 0.00010110853128337433]",0.8742873539104327
[0.715073548100371 0.6838257619913164 0.07946432727796071 1.1251261286035603 0.8233070533995457 0.2958015608846901 0.2561270719755657 0.8797461332613666 0.6603124182511395 0.10791510930983189 0.692586181295964 0.7140270307873808 0.5568223007579367; 0.7538070811544872 1.2320545522777744 3.8629729888124764 0.21053724803521526 0.42421435860168566 0.9690687914125338 0.569012409903676 1.570325263577683 1.039001838882746 0.8262501789103189 0.8166557443025562 0.925726346237531 0.6551133790010281],"[0.001268929392312848, 0.05652372044963665, 0.0001162599240295412, 0.28896504983863625, 0.0007038442406711437]",0.8740200970752525
[0.46959385825676897 0.7467945700947629 0.0660461764937942 1.1683877386601564 0.911672178342132 0.3203031234385499 0.13110647035097167 0.974359660239692 0.7211183164201316 0.13115554190480602 0.7101916929069638 0.6875879777110678 0.524922280787401; 1.0815149187443478 1.6826809667687987 7.2406678739299135 0.2281417328059947 0.45806765932659116 0.8984687840773189 0.7369705318703736 1.6340336867803 1.092437254597819 0.7989291264676928 0.7463265624514701 0.9817279165539422 0.658580988664351],"[0.00029737099752679476, 0.0560034479923704, 0.00462241902135349, 0.2722059048853478, 0.0003403343182494257]",0.8636890463361355
[0.35059824864609834 0.6729879751965044 0.0330519686978755 1.0958157508642778 0.8888881215854204 0.29463705399099394 0.23776540465243517 0.8062104417255791 0.7125005239457137 0.17141157890937675 0.6988425989532786 0.6938146950314555 0.5875068363236082; 0.7371157783380854 1.3686543847307284 5.117783136430713 0.1923110822768441 0.40156689692564623 0.9608776549099921 0.5045515967932607 1.6080975581224122 1.1130286177170496 0.7801025371620267 0.8626926166940444 0.9431413788110882 0.6976184418483515],"[0.00022763440589242828, 0.07135080017039623, 0.0002796164226321488, 0.2766250556245416, 0.002199918336498779]",0.8668475076950527
[0.3946309881215312 0.6721704893079328 0.06273902618893427 1.154441097853936 0.9257468542964883 0.3040601929916241 0.10175628993260807 1.030829304168078 0.7105779256989675 0.1419124147312533 0.6707413090930169 0.667470464670105 0.5282310184855749; 1.0465056148471217 1.5173532724879442 6.949049182886067 0.21816005050080764 0.40234955908686887 0.9594591142840702 0.5053037503204614 1.7603053617162734 1.0342435891527726 0.9260360179776185 0.7185690337614801 0.8982996151146082 0.665821644378893],"[5.596188121169776e-5, 0.048956847847620825, 0.0012834093451174746, 0.2763034070226175, 0.00011520345615795108]",0.8582600807781804
[0.7478550291110271 0.6710404758317581 0.03017368887877045 1.1193423749654974 0.874071407535489 0.30879392077953466 0.23262455622581563 0.94559959696036 0.7153857902251193 0.07240246299020271 0.7376169738724668 0.7173730708051421 0.5697296569709563; 0.8868726704165245 1.286401194858009 6.4119441754956075 0.19819941064260943 0.42736367185147794 0.9308790017964487 0.5744699918168273 1.703061278975318 1.1322155621447854 0.712247495813647 0.8156609976088509 0.9695159761751786 0.7581571023212053],"[0.0008106586234010279, 0.05836972869201306, 0.00175749277219027, 0.29147287078326295, 0.0012689619236744179]",0.8607333495570478
[0.4640805918085242 0.6790214993419332 0.03980824543548428 1.1470836964264637 0.8895541811191549 0.29115559991480044 0.11554040718685878 0.9110198218509373 0.7490388064025155 0.052115562889194736 0.7222243832288784 0.6722023086107656 0.5518453099406563; 0.6108566202523307 1.5054113844926222 6.715764923908161 0.21444694064670716 0.41520625862226146 0.9942287592428429 0.5955577794578786 1.7074016199327176 1.1042224457510539 0.8021118155604339 0.8220028469924432 0.9488625327078284 0.6694257990344074],"[0.0008820322755049326, 0.047634120335889506, 0.0006974791940293061, 0.27932793980561355, 0.00024082209512813092]",0.8751041103406018
[0.40224256248101303 0.7500818480502732 0.08639166221405851 1.1380089149469983 0.974754722081245 0.34484272705845254 0.21590625022157972 0.9104046493204919 0.701283022806177 0.16770150157703181 0.707340448764664 0.7208435566421034 0.5327679279803164; 1.6252090850427667 1.4299141462401823 6.002033820643533 0.20073642780537032 0.3600231021266188 0.9510498378557645 0.6322208945104492 1.711175354432923 1.1101571276254716 0.8172782501321126 0.7617788553315883 0.9494150345188735 0.7196865645945902],"[0.0003990595138965931, 0.05828146470482672, 0.000904518409865489, 0.2650015170525633, 0.0010796633234139265]",0.8624264510921344
[0.45654464829365876 0.6598597940116498 0.07887729258292331 1.152583889382162 0.9729734794500896 0.31489290659106545 0.15177688519377922 0.9074156114625538 0.7215735999958646 0.15808290556473278 0.6395986388816013 0.6924073084029356 0.5269482250319675; 0.8266309169502271 1.4850811118950806 7.152891414133457 0.20989171735356293 0.39221001895893104 1.0049710683557975 0.5484283393897365 1.7430900665021434 1.1164861085860092 1.1347521874196917 0.7157873171820595 0.868272846922435 0.6524435337805135],"[0.0005454513444363472, 0.058023666316907294, 0.0004001043418539409, 0.27252936430712316, 0.001149571943672334]",0.873511605236086
[0.4392172397326911 0.7315927497749025 0.07051862949755612 1.133315797362093 0.8519235774380076 0.307006722660021 0.26149174360698024 0.8311417924782705 0.6961235117421666 0.18870133383853038 0.7581340298045607 0.713831371940108 0.5577742151451853; 1.0491157831850095 1.364765788924124 6.408563782932966 0.20761000858237685 0.40154516937045764 0.9015934651917078 0.6321253025115163 1.674233751238234 1.044207636916534 0.5159811268168939 0.8495839164482095 1.0380524200293808 0.7375587125248122],"[0.0004482271855305171, 0.06488246653325841, 0.0003073806706959222, 0.2814852335023877, 0.00036476964200317293]",0.8597227900868588
[0.5899631981728711 0.6989267703767583 0.07599323500109198 1.1490323527662556 1.0224844471390055 0.308027748040839 0.12675110022434363 0.9700404684340982 0.7303289114579412 0.08004064216952278 0.6446559157770754 0.6433300424557514 0.547850528745379; 0.6349041511713209 1.6186051882086256 5.299165405043792 0.21635661622663546 0.4656506127345388 0.985681418806886 0.3918711800020912 1.7647501516907442 1.138840224622627 0.9743898699730366 0.7655264937614099 0.8929803127250727 0.6760472571876232],"[0.00042811956994011856, 0.04089984455825171, 0.00034706800191532214, 0.2620647734221393, 5.9687919842004235e-5]",0.8747593311390274
[0.3680104957546325 0.735086691746064 0.11057327423546699 1.146074051716918 1.0130874367545073 0.2929297616625814 0.1010063626893997 0.9208875041549266 0.7491285396699396 0.1669223825894864 0.6731500362301412 0.6536220741819789 0.5459857112522983; 0.6209122832415855 1.3525272278752352 6.842431130843393 0.2026793069290549 0.401368837910826 0.9730115143632103 0.49299439658846067 1.6687514360691555 1.1153453948474077 1.1510562212824342 0.7063628010329022 0.8891326553959104 0.7457037141954014],"[0.0007361761509717358, 0.05079127300314687, 0.004573659738104189, 0.27032148889286545, 2.444248319583896e-5]",0.8650336357113921
[0.45056338958198 0.6631169706095263 0.04429295611637826 1.1367191245476078 1.0033403704980708 0.2991021151938862 0.10600481690384433 0.6614432244346747 0.7360800026266784 0.09350693565488728 0.7116221905617797 0.669819315217016 0.5055369892758828; 0.8594157610415705 1.5355388758671231 6.11853905894637 0.19772432289499534 0.4292472107455913 0.9812957076503601 0.5217152161352587 1.7806660137831396 1.1655932954753045 0.8299164058023001 0.7766624384968857 0.8895591565583493 0.6778270673699278],"[0.0007587338898481301, 0.07680938572035034, 0.00032724694620126757, 0.26259588883123947, 5.306434788769077e-5]",0.8650492364902188
[0.40804704895339083 0.7425566372163764 0.05850630854163334 1.1417579046982707 0.9694130407356075 0.29825062646059863 0.24655690553401943 1.1770526841592275 0.6920749591050662 0.18665723148826502 0.6996107957276207 0.7191090935155221 0.5894166906889586; 1.021073350981878 1.3377407490964734 7.382406371627648 0.22278457252616482 0.3728319488360889 0.9199945051107619 0.7136145667734907 1.5561555045021778 1.0164947417831822 0.8872476673477958 0.8124110359419385 1.0142966525524955 0.681822555117674],"[0.0004792754621789571, 0.02604612225330372, 0.0026922964140825593, 0.2813349864738521, 0.004005446242692433]",0.8674739907798776
[0.3589345734568173 0.7129161146121072 0.044210391640935785 1.1432850926203135 0.9123042456865782 0.3057805884810272 0.21299067037362032 1.2294986988919674 0.6913576803508474 0.18460134180321086 0.7071969033326815 0.7075519887647909 0.5632056823592984; 1.112841670445197 1.3538609877670866 7.433127627916896 0.22036933340164758 0.4164233339260758 0.9263643545324476 0.6512818176892441 1.5711416747857978 1.0285248720862348 1.2239097076526602 0.7549692458934967 0.9987513292140906 0.6729961061761955],"[0.0006181578795536457, 0.027338130160636135, 0.0013554591245973496, 0.2738488567450238, 0.001004652168132552]",0.8668867189096353
[0.9048904593473678 0.6977934713248298 0.06725053494108771 1.1244372822244952 0.7608251594712864 0.3261970042716451 0.1538389708875575 0.8852790003254093 0.7235088550175768 0.18250516457239924 0.6579561065811885 0.6823953711582469 0.5879262270271713; 0.5240819875118946 1.5381680825448274 4.481973034472803 0.20146488898163722 0.4756727381548349 0.925228718395238 0.5765994811511601 1.608750454676919 1.0537759916317007 0.6315711997199084 0.7775753749518624 0.8883233133053043 0.7166968734716105],"[0.00031359333435583987, 0.06484591872440837, 0.0017319233227762612, 0.28635248826166615, 0.0003573407750779382]",0.8647361117249913
[0.29020131823010875 0.7277938129251185 0.0466973311017057 1.1722685592773612 0.9805055095003702 0.2860219396848817 0.16046042792302476 1.1355256882357287 0.7226094244236734 0.07054025811937197 0.7280793013772547 0.7011008867895187 0.5227805729604585; 1.7404360936994787 1.6668954433309335 4.889829322017044 0.20218694010207594 0.3654586827995311 0.9660202753457141 0.5275122499014872 1.7449375566849987 1.0752336308053954 0.6724088009373794 0.7864799834651798 0.9396094972112097 0.6518244256852587],"[0.0013970364935238808, 0.04161370827454497, 0.0013992712915584576, 0.25768909014773256, 6.693798999794026e-5]",0.8744302997431452
[0.3844016479985529 0.748253761339013 0.05676806239190165 1.1276678618289795 0.8595079980791107 0.27475892575160543 0.14534334577837255 0.8399057047999263 0.6840514112835138 0.05151548949759128 0.6386290243193307 0.6714041795378918 0.5283389244314584; 1.1197622162880814 1.3964830411724873 5.321235757884286 0.20042619000507944 0.36620057302229364 0.900963017877496 0.8270637337168041 1.56407964669601 1.0696005982164314 0.7333124048321795 0.7855853619991591 0.9585574741997731 0.6770161879015679],"[0.00055327844069489, 0.07215818258568436, 0.0013862446434715944, 0.2883261224324522, 0.004038493232722022]",0.8760262289177597
[0.28546387895251824 0.6477931618675234 0.06544403135480166 1.162616605034543 0.853868130136493 0.2895950104604547 0.15988659815333223 0.853546238474359 0.6866282315571045 0.08034504810661997 0.6847854450074748 0.6695669777066909 0.5419382240203975; 1.1055740869571085 1.4123635802036472 6.805738062142757 0.21006547717642074 0.4070830157662662 0.8976549530217877 0.6679321162853034 1.8163350358413815 1.0352409962967264 0.8624270092329669 0.8211476277857144 0.9093275690208033 0.7228981263595111],"[0.000590668326001752, 0.07182817415785081, 0.0032935484143260607, 0.29249306391770047, 0.001419595453348997]",0.869635293075007
[0.7254077959955436 0.7591259080649512 0.06827898306349965 1.1774890071505124 0.9319621547127424 0.27932849579798674 0.1777973398104947 0.9551364774737539 0.6630553018556659 0.07817980323460541 0.7331002542724534 0.674046787662208 0.5638739570203557; 0.7630246144154845 1.4224574432218557 5.352106949448377 0.20866076790331897 0.35857454963798807 0.9693476284922513 0.5458467372642987 1.6380095862818598 1.1178028526444896 0.9739042244269599 0.7656056161692008 0.9543440016029366 0.6874401151124852],"[0.0007580778899588517, 0.04700912148973928, 0.0005390914596471693, 0.270087363220694, 0.000706935719205573]",0.8697125392500791
[0.531694492438119 0.7195295712208183 0.07932732588094377 1.1037420919854655 0.9687441634768786 0.30898040567628826 0.20168524479450656 0.7756471440702755 0.7575289255750528 0.17699798329437144 0.7316777504333758 0.6679728064667378 0.5505243670118467; 0.6674568713927181 1.6022563391817197 4.418052902211218 0.21834018711771888 0.44091940234493693 0.8962632082425989 0.6813997916759229 1.6623852182131045 1.0848611840231603 0.8100490211495434 0.7884672788798502 0.879090084530669 0.7083399674188461],"[0.0004548211405100357, 0.07025159378383541, 0.0014760118599527485, 0.263183200146922, 0.0008664176993910608]",0.8785552149469898
[0.4617486052837602 0.7079920730283439 0.08599471437344755 1.13392838229545 0.894032806818566 0.29316475914046514 0.20336045524888216 0.612222501670655 0.7853117178811171 0.10845467874206535 0.7177221360376183 0.6836674882978927 0.5572467458051057; 0.816042613399418 1.5424343180341498 4.185853040151749 0.21472749493917806 0.4041018498875882 0.8964578150125679 0.6082647703288044 1.6499719501572447 1.0317812202155003 0.7366116602693911 0.7349342745712817 0.8781144927869468 0.6932849062618138],"[0.0004240824927413306, 0.0879169607923217, 0.0005128560376129113, 0.267222052598868, 0.0006549549764008756]",0.8788969447654794
[0.4795527149206441 0.7216248862350572 0.09093680929519093 1.1405051005221019 0.9355905193905142 0.28559946968321226 0.18611926287184963 0.6896914685964893 0.7605474611036184 0.10440237030689764 0.7085807376441647 0.6919842371932825 0.5614652814384525; 0.859369649547693 1.5846298947478425 4.394296523247683 0.2073380666358724 0.41837624177568233 0.8911175996110658 0.6549659958071843 1.677537176117767 1.0335244988174563 1.1365556259098142 0.7183801318141108 0.8762847573776638 0.690363892111362],"[0.0005498761454038241, 0.06617771672277252, 0.0017661152519458892, 0.2711175712793049, 0.000439869971367703]",0.8763281885652232
[0.4746569914450643 0.658975595311216 0.05079550924362355 1.121598428923042 0.9473317966450516 0.26892248959983844 0.15257417293710318 1.069556969178739 0.6939450222572023 0.1303566869667391 0.7050007008018788 0.7093884517150273 0.5355684468014374; 0.8734748211458134 1.3870998644197665 8.511100512420828 0.2036043166896867 0.386488247400365 0.9860705188958234 0.6991008574994608 1.63748371265164 1.1404047515265903 0.9890202407206536 0.8398164493551894 0.9955841176612532 0.6736139348007212],"[7.833252386460778e-6, 0.04217682165645941, 0.001163675404832243, 0.27774423449498153, 0.0001658853366531075]",0.854680935701617
[0.48952981456381206 0.6592418519406723 0.036259936859373905 1.1581559486843571 0.8622562651209279 0.2939385181385525 0.2357190433233809 1.1661211463127978 0.6797578356516505 0.10696958688692122 0.6971956766024383 0.6700039194923086 0.5503228308690112; 0.9341783202547748 1.3872382014715154 7.5827451582078975 0.22108270050802775 0.41080269129210656 0.9671138220806174 0.6692154744133179 1.7585793489175456 1.0684056033480422 0.686882888357867 0.7599504511753952 0.9795445532386584 0.6997843520159452],"[2.0709901457101085e-5, 0.02307184681653655, 0.00022015921034310515, 0.27231131187600505, 0.001522990829109671]",0.8567317812555156
[0.37648740370154443 0.6804158120383945 0.11017887137481103 1.1162501903311381 1.0110947769746719 0.28852657222428574 0.14753447936892908 0.6245214420480527 0.7568865481320524 0.20256538437307672 0.710614845581981 0.7144131949662439 0.5551785739798779; 0.8941677133261695 1.3833143907553285 5.71773995732895 0.19889943419988215 0.441240075464153 0.884614574602476 0.6698006884133141 1.5057266036116306 1.1191683229543343 0.9897748938946003 0.8299149426044736 0.927235407907766 0.6586293049988715],"[0.0001234016287121399, 0.07835693485270902, 3.819236086136251e-5, 0.27474364879479696, 0.0005458737197038782]",0.8686074874103518
[0.5315691345006596 0.6974891869645606 0.08409656228275798 1.1282481777442723 0.8553707518194362 0.30886161246740296 0.26452816376534327 1.0852825854953925 0.7345358454633968 0.2009128419690464 0.7033184633932764 0.6986543384147524 0.5232762896837329; 1.0272057576944869 1.4001116540194998 7.439228016668751 0.2075640582003212 0.39005872365317495 0.9528786335924473 0.6174559200572036 1.7304353230071436 1.0979426014999765 0.5109308957574564 0.7925810910577034 1.009770461061556 0.6834884224340109],"[0.001282111011191756, 0.04754267011063033, 0.002541810373893788, 0.2606436321125839, 6.240086005376735e-5]",0.8637826128242053
[0.42910013384462237 0.669057483564089 0.10786688099672687 1.1090129832306612 0.9831708044975969 0.3080431436860416 0.18755993834318033 0.8458420251356127 0.7234071511510392 0.18704265208165427 0.6954871448362719 0.7367782873124522 0.5311999574379697; 1.1505365149380333 1.5467058361342432 7.328884391247839 0.21548985465654533 0.44282530362633643 0.923843504129089 0.637723131467888 1.5819658897095548 1.0968214181076377 1.1618716107854596 0.8088831596851234 0.9781138774502631 0.6710260827988975],"[0.00010737561736752996, 0.0709118502565971, 0.00045977557718481697, 0.2806901611831248, 5.39808165619591e-5]",0.8636786146221481
[0.4283501341004174 0.7118569336117685 0.032755145858134015 1.125098286472871 0.9315964600281137 0.2785860196338863 0.14317722219340742 0.8805117401273035 0.7548850146028454 0.15283672899058529 0.6770803160993204 0.6410232714247002 0.5671098133008994; 0.998683184591259 1.5203354807457996 8.208841842719815 0.2207443200327616 0.4041575966069337 0.94977139058106 0.7211019118460956 1.7127271534533177 1.1453129981126027 0.6915627522439922 0.7921200940856636 0.9376679222422714 0.7165053759444908],"[0.0001118388352118566, 0.06218951557042688, 0.0007865134813425774, 0.2667991806048958, 5.947280993089719e-5]",0.8599091810645189
[0.5120901170412142 0.7164926620485929 0.07276827585691566 1.152796423805313 0.8828787425340849 0.2877532102039063 0.13990222322117535 0.9290153165622417 0.7547182462975907 0.1371974064574668 0.7381083501964903 0.7345792786204677 0.5410016508982154; 0.7562030017367493 1.4358039840122363 5.185180083142786 0.1984588016006837 0.3968676617479507 0.9443417867260607 0.5092703188949103 1.7301453398048547 1.1466595944723224 0.9584444349598141 0.7703136630127155 0.9335220313031725 0.711212053837182],"[5.9687232015814594e-5, 0.04927769063437895, 0.0032598937100979833, 0.29189066595410373, 4.2295468091136145e-5]",0.8710984302962562
[0.4627467940450395 0.7293811207920522 0.09508045547169415 1.1386017756743978 0.909999878326216 0.32043399248314997 0.12433880546962008 0.9648382594913308 0.7125639340080423 0.10365963938924402 0.6604938098583436 0.6229643736714201 0.5314309522480524; 0.9335647527553703 1.4993668435691654 5.570477421658993 0.22539705411572242 0.4813626344121095 0.9411901053974755 0.5716712581118479 1.669340309338164 1.0880542317076616 0.6615557588125391 0.8280372423443674 0.9784615723751113 0.6814417882217969],"[0.0013075323241635356, 0.060271119002408856, 0.001730852297030829, 0.27121498064844013, 0.00017028779054432442]",0.8713893942204498
[0.3869171530874655 0.6894814389204407 0.06643063037591185 1.1561106274151114 0.882381851521763 0.27888448291772294 0.09992719247357901 0.7871162064378738 0.6964047708706846 0.23941437901894555 0.6838020012282754 0.6682197093047444 0.5604608855278764; 0.8742347033856778 1.477067219434544 7.211551567484078 0.22086899383295017 0.38877178159294595 0.9464257564633083 0.621621812938582 1.7143529228723282 1.0648147646254476 0.9205542659381423 0.7599547969429996 0.9148710198084129 0.7068631285602374],"[0.0008101846183280313, 0.06696672930175834, 0.004295218409434225, 0.2898366306136607, 0.001880395084521245]",0.8661492668344464
[0.7523489309397471 0.7249527879208472 0.035211922997079925 1.153338064331837 0.9838121412956177 0.2978806009193401 0.14271850130314753 0.9008231677862568 0.6706139898303389 0.1923291069075196 0.6828903961087696 0.709640799267073 0.5266662602238871; 0.6521038837183437 1.6471429997777098 7.847830911624172 0.2126166558857822 0.376375457508219 0.9720196366253933 0.58044873202375 1.7230220464994686 1.0878743877583184 0.8557979545833203 0.8007992823611516 1.0045762503610314 0.6494749355384442],"[0.0002792418011012603, 0.06152209621136718, 0.00045686202352554267, 0.2614992450203116, 0.0011234360283764887]",0.8620599341912034
[0.49304222531419417 0.744387432164103 0.03916616736825538 1.112058378467869 0.8037749690862965 0.32687398559864966 0.20505412136398707 0.7946021308315203 0.6923900035823931 0.07123292529803478 0.7021545981203491 0.7023490831419326 0.5495953508151135; 0.7226323240718779 1.5981387678878867 8.020963968135007 0.19976971561956408 0.39915490060793596 0.9857098047803802 0.5537879602221294 1.7098040011605093 1.0877611700935714 0.9210121125824252 0.7297360893430167 0.9138136980550577 0.6537575333720964],"[0.0007166312929774132, 0.05534998441208884, 0.0007064707648254136, 0.2851709405562992, 7.499656242613194e-5]",0.8637412935558126
[0.3686365650173855 0.7586614179807096 0.056988259268806914 1.157276087045208 0.850187327100196 0.30508290173198377 0.1529861036437081 0.8937655077163328 0.7009208953456434 0.061884408709659604 0.7448687427513734 0.7035718431909639 0.5513159184318831; 0.6755407573980994 1.6545300633840836 5.685215352983977 0.21358877190126083 0.3846351818468532 0.9778091508264452 0.6063914250879434 1.697129090399193 1.1832878100866189 0.5158204268623297 0.8036551122314208 0.9697919889091199 0.7157429584716359],"[0.00028297735647967457, 0.054871638200260024, 0.0001851665565887303, 0.2883101369021137, 7.827003812080012e-5]",0.8646015918428605
[0.4977653419647634 0.7183644600816829 0.05300220279490078 1.1859654376481004 0.9422805180905013 0.30656267641045115 0.16175716960673758 0.7391143318499509 0.7108755682751693 0.3297822211531824 0.7101196330271318 0.699385029329229 0.50109038395641; 1.5230255179117427 1.4320060298529635 5.816586036602171 0.22709517223124254 0.42990706161699443 0.9254118781784908 0.5580876024881687 1.6313964203822162 1.0572108853811466 0.8931774468345284 0.8408170736397174 0.9846421390197321 0.6539573155635525],"[0.0012536079882553262, 0.07333123634893217, 0.00030031061451123246, 0.2689165057220237, 2.4849565240761022e-5]",0.8734857925655279
[0.358237866633081 0.7427106546375648 0.10491912864155228 1.1305558484858826 0.9079254479978606 0.3012876861471782 0.21388176882068205 0.805273771902814 0.7534825547682533 0.07574560364343291 0.6506935797537591 0.6496944731357583 0.5337236113917005; 0.6843288548078004 1.636309908099697 5.886624020825686 0.20167996446151581 0.3394203595097346 0.9539174373637794 0.691644656177876 1.7673733940733136 1.0769971881826754 0.6881875833783568 0.7481299890603772 0.936887930852709 0.6399691544991319],"[8.928725945706511e-5, 0.06671494757424204, 0.0012823406039101921, 0.2729199411526722, 0.00012962980823784075]",0.8715461883939575
[0.7264213595303334 0.7634222204083767 0.05915303139281506 1.099211503556604 0.8269497971234074 0.2983891579466419 0.15077234673321918 0.817306335498371 0.7229389980938905 0.07560239710047426 0.6240810317233333 0.6998576830798328 0.5466380001728737; 1.0169363207169027 1.4701649505509033 4.218421954913318 0.20076515579119006 0.3362560409005573 0.9448698531735715 0.8683184863055387 1.6524809014809578 1.0654737968426542 0.8258220637242618 0.7913750619802574 0.9823894639957881 0.663755161432362],"[0.0001341960519753907, 0.08175503890762585, 0.0020634874890669897, 0.2850332122159923, 0.00014933493776521074]",0.8657099120349625
[0.5863022175304538 0.7563196037616191 0.14329758126317618 1.1057285462464823 0.7811081041139261 0.30730502169976376 0.14169405917669303 0.782743720882684 0.6566321433744965 0.10485654599448355 0.616863443064051 0.6758646700255597 0.5812383194936132; 0.6830658692181291 1.5113322200255648 5.852378306364399 0.18591155400991385 0.3641988589102775 0.9445243273386311 0.6933321302547535 1.533936517611703 1.0641280157247353 1.1034730984248078 0.7787996239561773 0.9766702955220629 0.6901036710900799],"[0.0005690827223451217, 0.07428685841533442, 0.0012626343804833153, 0.2804936317453595, 0.0001422526987231681]",0.8694242663657281
[0.5183377745494139 0.729861256234333 0.05020496569584999 1.1520042988610564 0.8267651678117726 0.3062486017763253 0.27111318349652086 0.8622478699298546 0.6993179148782424 0.16300920628326165 0.7623111669220465 0.7302975082714956 0.5607382510815137; 0.8931728976679248 1.4861066790962514 3.8610215496094065 0.19039766638701797 0.40546974746020525 0.9404064548596118 0.8254984483144665 1.6167727046473517 1.0719134551562008 0.7806860689243802 0.7579998018906172 0.9494263710949022 0.6425606480119297],"[0.0009430179509832542, 0.06221060349508288, 0.0016272362540366715, 0.29391976975404915, 0.0005623629304078638]",0.8757076240993904
[0.47329660861322626 0.7120450383074604 0.0932023251619126 1.137925729794197 0.7929405544089542 0.31735033740177476 0.196966179384466 0.8895944456435366 0.7364341250442281 0.2112371458142741 0.6914055586667732 0.7258953221034813 0.5962955129790082; 0.7065797115070165 1.4315691943406872 3.3780778632864443 0.2115372181927001 0.35685875584973037 0.9552606232032722 0.8504993532720031 1.5915406925435662 1.1076781639946305 0.9629214671986258 0.7970878059880563 0.9594381096936523 0.6498991906316123],"[0.0009615758199927498, 0.055071249394283574, 0.0009086619024356633, 0.28373008553080414, 0.0010100265196270955]",0.8764612869972718
[0.6873314360590266 0.7516228612049679 0.06156699387794956 1.1603407670228754 0.7985685474887696 0.3363923329257643 0.23038584517532304 0.82824063749863 0.7488115805704576 0.1852186319217673 0.641778778326988 0.7133898525760491 0.5762579900668836; 0.7357754170150783 1.5033539034327519 5.007737099157655 0.22919160768651226 0.3691954845455054 0.9541254864630416 0.6353899059345504 1.626607109769139 1.0613438803545203 0.7560037799162864 0.7798749781180392 0.9089618419378303 0.675250951113555],"[0.0001799675980304616, 0.06372433503444946, 0.00046787168538314197, 0.2744873563982823, 0.0007884472059780208]",0.875641659426061
[0.4153853074554826 0.6831079449295846 0.07560041438680677 1.0996558007250314 0.9712012509069025 0.2723031455131489 0.09232416589555498 0.9524726478350726 0.6756881696648304 0.1153594387997891 0.7543358594189638 0.6813571144814969 0.5069813656396402; 1.2957651420298286 1.438852837545117 8.20258911363621 0.1952996181532541 0.46854378677687814 0.9526828028889147 0.5736304900332547 1.7624266748288158 1.1267456686867903 0.9077361570960369 0.7573045772761698 0.9659279108941183 0.6876406322769404],"[0.0005246494601376877, 0.054025561111177296, 0.0026179181520178175, 0.2693984218403425, 0.00039247814933407324]",0.8643798890635804
[0.3843960479263654 0.7622970729925209 0.0647297802332526 1.1368581651985712 0.8734531501220812 0.33641958960925455 0.10861357971685476 0.8821958447326483 0.7853415146973636 0.1620021271665144 0.6649364012707263 0.7368036438269845 0.590851531212765; 0.9459946719239618 1.6300105880246822 4.026233142564508 0.225528061516502 0.3856531814135984 0.9445360320147603 0.5913590146139056 1.610705954228048 1.0620258830557878 0.8444441017695853 0.7703918768401679 0.9373845361655015 0.6926739346324668],"[0.00018312326724808926, 0.053350086416662224, 0.002212983026874271, 0.2816664270642461, 0.00016437098586276032]",0.8755384584950717
