"τ","U_1_1","U_2_1","U_1_2","U_2_2","r_1_1","r_2_1","r_1_2","r_2_2","r_1_3","r_2_3","r_1_4","r_2_4","r_1_5","r_2_5","r_1_6","r_2_6","r_1_7","r_2_7","r_1_8","r_2_8","r_1_9","r_2_9","r_1_10","r_2_10","r_1_11","r_2_11","r_1_12","r_2_12","r_1_13","r_2_13","q_1","q_2","q_3","q_4"
1.370201559090627,1.0,0.0,-0.8409736939380273,0.5410760076959882,-0.9624895200006265,0.36279216270387366,-1.6823381979602745,0.4725478110167396,-6.064934522087536,3.638105282816881,0.14290469159607794,-1.4456948026917664,-0.08296351737605834,-0.7629001018863668,-1.1758974600206005,-0.019061555110711982,-1.3506361322372922,-0.4205359540785464,-0.05409531616964969,0.5978473941545802,-0.2942839446994574,0.07705336672443626,-2.670037730781992,0.10182336705370312,-0.3836984687261432,-0.2558845229856803,-0.42505927415161654,-0.1275656960207005,-0.5821265902265989,-0.42171505915249496,0.27605779586183626,0.0004899204227648726,0.053484663375062774,0.000760303779264944
1.2463903653759494,1.0,0.0,-0.6922689476525761,0.7216395943377795,-1.9704831204468867,0.3361453898585179,-1.9854627764973378,0.4543165446597583,-4.372144544088117,3.5914989591670543,0.12735548586367426,-1.589277992158253,-0.10708774512814674,-0.9787674182986869,-1.1944694353983867,-0.023215828995097065,-2.1955561487336843,-0.7103498832582144,-0.3501322270209831,0.5391869547695265,-0.3735641697508016,0.08020363258173321,-1.864748741380814,-0.24683751683746918,-0.3853970154246333,-0.3200503368846126,-0.40954328987481703,-0.14961400148570503,-0.6344312861026721,-0.277818282354738,0.2843775653826168,0.003113524093575465,0.07098868664225949,0.0005130670346862339
1.4612950074850823,1.0,0.0,-0.7219045431242864,0.6919926521405523,-1.2103687839319144,-0.33820622972369174,-1.8133798176366758,0.47930265957890766,-3.623948156659817,3.5478620205535356,0.09990143077297561,-1.591320672758332,-0.00395960691773505,-0.7465289252570217,-1.203911725820676,-0.08786157314311736,-1.738164809673757,-0.3131419306162777,0.12759652426876048,0.42299765607122436,-0.30421227356105185,0.04542960916902231,-2.668617173231489,-0.16061897315032242,-0.3881341631821288,-0.1965113507618063,-0.3549414554121211,-0.012942978219599575,-0.6164657387375947,-0.35628206060974005,0.2654913720274988,0.0005632612959520148,0.031870340349032286,0.0009133380705737905
1.0087649051649048,1.0,0.0,-0.49099391382423196,0.8711630023064355,-1.0433856511330322,-0.06330411398318476,-1.9358695999892428,0.4283720032461983,-3.396153922003027,3.5833275714677613,0.14987626366627746,-1.5707995097217593,-0.22986341074988337,-0.9360687853499329,-1.1710966646430758,-0.0003253833775305301,-2.4284167023406344,-0.5408522274692318,-0.043121376373068364,0.5850019951235358,-0.33954962939983485,0.12297559576506749,-1.8085015455426594,-0.21585389790792012,-0.3136054785160011,-0.30320008660167097,-0.3631772893165381,-0.10950928784434362,-0.6184100402103605,-0.4089923916989221,0.2893047718903856,0.0045143230172789515,0.04914684375589066,0.00028621003016548324
1.1227005041245504,1.0,0.0,-0.6933031093464266,0.7206460980055167,-1.0173040614637658,-0.1352226240556389,-1.7828558997138617,0.4162823101710135,-4.717614789012269,3.576954188048855,0.1266849660151574,-1.5371961631218147,0.027576687955726542,-0.7482756659335653,-1.376802553727643,-0.020116001895437382,-2.051813071030656,-0.32806128925420786,-0.033841882654284235,0.48041441735131957,-0.39505137490444614,0.026071821085255232,-2.4365909696171935,0.11296017242738572,-0.4536345763154465,-0.2550443713082884,-0.376089783638817,-0.08720812494576627,-0.6091402386779367,-0.38821918810892175,0.28660394217186363,0.00107204097831567,0.06161976663929329,0.00019828770252219247
1.0654433561263579,1.0,0.0,-0.6560975231253794,0.7546761160582348,-1.1624405894663639,0.0756864715753743,-1.7922906345421439,0.42838772422378923,-3.338643910662424,3.5644114101770326,0.11864423122019804,-1.5524428925193925,-0.20967890975857562,-1.0158334149207937,-1.0882098378847833,-0.11279368432279167,-1.8570668026817148,-0.6274259855527947,-0.27625550259720494,0.5478942814774456,-0.34707237996638995,0.08519259020047473,-1.988026180419957,-0.22302108589668126,-0.29900291097984943,-0.2954051214926717,-0.3816030091917696,-0.08132110668859477,-0.6434128996458789,-0.3955089885609289,0.26828894723362534,0.0012160097954069823,0.07817826421382212,0.001124531059241888
1.5444684998939089,1.0,0.0,-0.8529488746222655,0.5219944609673658,-0.9079040710308629,-0.43492024530250534,-1.8651773598045653,0.4237206466437718,-5.168014868334272,3.6106325470962677,0.12707416809752894,-1.6236499182791588,-0.08732097842518398,-0.6549174694519493,-1.3152687288755713,-0.021841287552105522,-2.524746860497982,-0.3982206566909629,-0.032512491643189846,0.499457763117421,-0.32476579183092674,0.07842337194568022,-2.488893575556582,-0.40276677850467424,-0.3945987827950066,-0.16307745525914236,-0.35501135869833317,-0.006888743113533409,-0.5774164016022788,-0.32074147569205474,0.2951888727752632,0.0020254409363108725,0.044534658836865436,0.00038776361519734126
1.6498999690314629,1.0,0.0,-0.7604320203719148,0.6494175408726559,-1.0558566237107772,-0.31627564392763824,-1.9285734026799708,0.4317726702234818,-4.8532614017450735,3.562719860260219,0.10035753055403024,-1.6583580484491531,-0.15804490177128092,-0.8380951385803637,-1.1802133078695232,-0.053645379008421895,-2.1486306986305594,-0.6895635282613328,0.05186240173065499,0.5562712186514572,-0.26926395972674905,0.05400316836301992,-2.7020405799697893,-0.4341391609881711,-0.39704488447633807,-0.30026790578138396,-0.30918204720654097,-0.07146069880814983,-0.5501638829129746,-0.35113910468375653,0.2844145042690294,0.0009591762172546393,0.047406683439208175,0.0005475023634307081
1.631911812233032,1.0,0.0,-0.6982131739423657,0.7158899103446896,-0.8556023064693457,-0.5643897377778214,-1.7277623370917379,0.44403282590168935,-5.094332897633076,3.637791169268937,0.112425489708557,-1.6939577738122822,0.15978735773219505,-0.9531342773932797,-1.0970025801954073,-0.03521980952168975,-2.0971971140117427,-0.5625620350053442,0.006257276993219051,0.49978462459781253,-0.3043303351351495,0.05194930522077123,-2.150450911273758,-0.3214505897385622,-0.38563152101526915,-0.30119557125200935,-0.33159460826886766,-0.05353194546535626,-0.615866739526105,-0.35354157842792816,0.27864185780630274,0.0014530815547843631,0.03166904994553165,0.0003741595355677667
1.5320366210859457,1.0,0.0,-0.8719999449250221,0.48950597141481167,-0.8283162925063796,-0.20560792807991693,-1.7925289955291814,0.4252474806545378,-3.763945329486754,3.6094652728840098,0.14257349011122916,-1.4867111427480586,-0.3882876714652464,-0.8146730877838568,-1.266004101186081,-0.07727171056497141,-1.6762703684541338,-0.636635937184853,-0.25473368187626727,0.5744063260325024,-0.3695184158526179,0.09696462933584032,-2.1639739616079305,0.13600087091494323,-0.32609750164973095,-0.22437950334018084,-0.4059290469989375,-0.09434668404913239,-0.5756994138925446,-0.407160656420821,0.3052161125015532,0.0024231567400065084,0.07300722246707189,0.0009511494318771452
1.5315119581039598,1.0,0.0,-0.9029577961520687,0.4297292384376459,-0.8654198830411352,-0.3186809496242878,-1.8030374136409988,0.3891458730724408,-4.897338312097367,3.5565272905838845,0.113549427439733,-1.6616518530631397,-0.06595270611048878,-0.8501310311888272,-1.1532884862367727,-0.009884747876009535,-1.8581083905284508,-0.2144150323288148,-0.2817868952319449,0.4546906265176887,-0.28101585897836145,0.06721413920264412,-1.7707923814173074,-0.2261070929097982,-0.3752335517489076,-0.2760264121245365,-0.3229075642688259,-0.048394114083094346,-0.5793303272790485,-0.30502887326305206,0.2866353924660293,0.000641652891937406,0.07245459713442086,0.0002477223654522005
1.1572062858274885,1.0,0.0,-0.6213127291313433,0.7835626922074341,-0.8101977612406439,-0.2602900732839467,-1.795018247047047,0.5266739059540476,-3.3634286269652613,3.6255101931566136,0.13993382686984476,-1.5640559586324652,-0.11675588007756933,-0.8932553850740406,-1.21805032473052,-0.09238175082944636,-2.509938529404442,-0.6665539563632281,-0.13629468035345785,0.5676928040965808,-0.39481772552454075,0.09091614612477328,-2.855742003982804,-0.04373163268315718,-0.35675397603751435,-0.24238770136317567,-0.3948551694709364,-0.07911333137380284,-0.6277771418143899,-0.4307169921827324,0.2616229569356368,0.006154059584323929,0.05849445173633693,0.0014859451340303086
1.1481433768354437,1.0,0.0,-0.7509304400390724,0.6603813097163828,-1.2129186142880957,0.0657038844134583,-1.863111139947259,0.44373348059015916,-4.259108453881229,3.661581147205402,0.1397134969765342,-1.5590943006287254,-0.06373660437733432,-0.9352549681949376,-1.1580904834567571,-0.021662085808296344,-1.9173452120947927,-0.4326617385514435,0.02028236237486854,0.5766590516595584,-0.3303316830108409,0.09075421976410582,-2.359280018127094,0.09369187245390499,-0.2694427792099805,-0.19270649884407992,-0.37660384953710063,-0.03561804573318812,-0.6930544613525784,-0.3648144156255238,0.2797066141195998,0.0010641862788120084,0.04895019179858288,0.00038126101188306526
1.0751495464584,1.0,0.0,-0.7313846685716117,0.6819651505600515,-1.1607264352618138,0.2206422389503604,-1.7399269350252478,0.4306835290254695,-4.632848460705884,3.52851032663365,0.1255522758521512,-1.6871696666980351,-0.19018215616444192,-0.842738034745098,-1.204897007402547,-0.008783424325787713,-1.7190618743605266,-0.599744433264519,-0.04558496360564104,0.5485050181490132,-0.28957801800551347,0.0013081414260139386,-1.865799462270814,-0.2309816225141824,-0.4130272783961877,-0.30717125000124695,-0.43244766774792537,-0.14370352081536145,-0.5833982277355796,-0.3231772301986053,0.30392977160530954,0.0017571484943855777,0.04913129725105882,6.84944645856739e-5
1.1595861809569783,1.0,0.0,-0.7985809228283265,0.6018874560037436,-1.2260548533942295,0.24656351259472087,-1.58354563160551,0.4526685582873988,-3.1636734380398757,3.5766686925092395,0.08331286087951115,-1.593719981748974,-0.16813601226394412,-0.8657576401487327,-1.133466105945526,-0.033728671127872076,-2.2948985426259814,-0.26509332257062923,-0.0698961312458014,0.5349341250328187,-0.42032808442567826,0.09624425802933954,-1.9794290744385297,-0.1188220080157579,-0.30762489267195925,-0.2063252898116535,-0.4324296108275424,-0.05747136426673493,-0.5748781211465432,-0.33434895436715495,0.2849304139200263,0.0026746451049909055,0.05950142675508884,5.567865228319394e-6
1.3366668125591212,1.0,0.0,-0.7848323539704039,0.619708137885307,-0.8897374363930152,0.2681026671106182,-1.9720603429680332,0.47073913566860703,-4.879979492449148,3.6405105712445045,0.1637263184414891,-1.5753329078875713,-0.04716640283121855,-0.9174445512465669,-1.2399047458092214,-0.019852115724273502,-1.5693870652534747,-0.6911133485260972,-0.1586065818503787,0.5049843439914226,-0.23998072998206343,0.0926651610729601,-2.469909159752148,0.013364935852639037,-0.3369028138654556,-0.2768977805823268,-0.3749856569935068,-0.10122847375110601,-0.6378354000805961,-0.40047999192726624,0.2843316587179037,0.0008450097797936756,0.0650264772448963,0.0018008332912118955
1.2608700624882403,1.0,0.0,-0.7601449055925142,0.6497535859860626,-0.6358331951790773,-0.0008016014576876333,-1.708050880080298,0.4014210643084759,-3.7307190400020245,3.4835240983451508,0.08210427595204199,-1.605452599967336,-0.26337512903418225,-0.8230340026929682,-1.2044334251863162,-0.0726075031844049,-2.2745721666443366,-0.4680828045188248,-0.23591805754258738,0.527889353395902,-0.45167927748798503,0.0848491334065745,-1.7754000947737731,-0.42775335800386727,-0.37617357041155136,-0.24170853846446136,-0.3714853216824262,-0.029356860680484587,-0.5488753323856924,-0.39543452235185295,0.28858876973117115,0.00454803509889968,0.06978117558679181,0.0005308174115238664
1.0496102119245911,1.0,0.0,-0.4854142263659914,0.8742842952046582,-1.5296352192585596,-0.1736980339433786,-1.7910738796758947,0.3611315392019551,-3.9010117232714365,3.543986080769475,0.15719532034196554,-1.5672823055494225,-0.12688562484933527,-0.9227744422209688,-1.2250782496878851,-0.04628418273113076,-1.8685243789058728,-0.4965339115790198,0.06957476472267446,0.4784789422278414,-0.22964824908059678,0.060024648210703295,-2.9947885437129687,0.22588310162960068,-0.361304656231385,-0.3261362449275079,-0.3779026117816944,-0.08970605423112527,-0.6282691129425754,-0.3444178857681623,0.28999125902518563,0.0009126177297546658,0.037522520956421376,0.0012613638386087026
1.2786656048834317,1.0,0.0,-0.5838187346740281,0.8118840342337179,-1.286408986559354,-0.049871511053110176,-1.7372815674931306,0.4207485041144995,-3.1507204337820216,3.5453382777383804,0.09109835995244575,-1.5868888807735697,-0.12528590336833806,-0.7676655772051697,-1.0917336296057079,0.004369745924146434,-1.876873435656932,-0.5682589216761308,-0.3879678922954824,0.6055338013575415,-0.46451593001959207,0.09965663813905677,-1.380649934973546,-0.33678928499371913,-0.36972080200824575,-0.183050693620344,-0.35005909022155873,-0.03176140643477256,-0.5728503333921777,-0.35306461012114454,0.2812732925430444,0.0017225533983497847,0.08520569517661387,0.00034691611307522644
1.5811227300663355,1.0,0.0,-0.6974240410890299,0.716658710203851,-1.9728797607890185,0.7399438864520302,-1.910958208266487,0.43218791290997594,-5.710018313893323,3.6330753910568805,0.1640908246325185,-1.6480655913232423,-0.12106455340003278,-0.8961081023316253,-1.2831573471116047,-0.1283405280717303,-3.5739899839976608,-0.5071394220602258,0.024975408848759748,0.47277710236207054,-0.23134991055167298,0.07101994994481188,-4.614924798661707,-0.103875471857351,-0.3469700801177128,-0.2814429691242839,-0.38725888334194275,-0.09172959689910193,-0.6339743292596943,-0.3535376869002271,0.26552466566567245,0.0032135605703137167,0.04315251660514851,0.0010705724186439525
1.505835657738779,1.0,0.0,-0.18301873734730745,0.9831094251301822,-1.635591118363548,-0.23906530452718705,-1.6310343984608577,0.41082914588521385,-4.699932018666509,3.505088616121196,0.09031459835988581,-1.508586486069047,-0.10674324995042245,-0.775351852919791,-1.116084046876103,0.022926686898960946,-2.1270072023511126,-0.5588027277637266,-0.1492280508636109,0.5751368363269511,-0.5045544531228985,0.07605491061693748,-2.7174738584867826,-0.21060204234352864,-0.3311479404363491,-0.18681942792949757,-0.33979435233472477,-0.02483981350378089,-0.5574762256209603,-0.36826941150277887,0.29498071432586254,0.001145761802052332,0.05591440373218553,0.0007130044882567754
1.4015993047676916,1.0,0.0,-0.7818035595370013,0.6235248144984082,-1.4070980502290835,0.042623557271807846,-1.9650633767308956,0.46168737754586303,-2.4806632114014073,3.672952656058233,0.13627830637398758,-1.6790872242116928,-0.08046528768088723,-0.9791264234511688,-1.333501237974493,-0.13453695067557106,-1.8165364779841116,-0.6182933275118064,-0.10167501029585521,0.43179364922228686,-0.19570325027238197,0.1021483973764961,-2.5302541656458333,-0.22429574054395926,-0.37960166021255826,-0.286843523707005,-0.38013287237274346,-0.12953590903638984,-0.6484845981485992,-0.39446366734438026,0.27526436331002674,0.002536821663604306,0.05835724568425695,0.0013536089843003104
1.1207582818643742,1.0,0.0,-0.557680236810853,0.8300558737040482,-1.1027576605926954,-0.32320463925507636,-1.6028049007492031,0.4246095917864138,-5.171519247662892,3.5026930094332016,0.13258934541619233,-1.4633800622531645,-0.12427605873798524,-0.7154681181129207,-1.083548914919372,0.028438552100145165,-1.9890816753520126,-0.615848567021075,-0.18780582199269807,0.6106513605269888,-0.4950601498992434,0.07871211242899778,-1.9305321567626055,-0.43055516063570254,-0.3272627309737617,-0.16733471377273246,-0.3622005003238405,0.021744675544061953,-0.5424119843940449,-0.3813489386604228,0.29353544506689516,0.0019438820779110926,0.07954478644860839,0.00046855855038730604
1.6669512644476474,1.0,0.0,-0.8156071345426283,0.5786060854183639,-0.15793040840089095,-0.7665527478818286,-1.9296743599682316,0.42170319481059665,-4.889592982856009,3.6117760219546917,0.1051956089659425,-1.5183947782739968,-0.3115675640498257,-1.0259668784162548,-1.1402741821246354,-0.047869151823527675,-1.9887704065391647,-0.4442679098743532,-0.222042115859104,0.5629272237264797,-0.32636052432503126,0.08322695232496219,-2.9695252319750503,-0.33472690543885986,-0.367809299959288,-0.25624346466260556,-0.2955390928061187,-0.097826770529961,-0.6349505838841853,-0.37876279660248197,0.2862740794829101,0.0024844113822116497,0.07136174797985069,2.358138474040455e-5
1.229373229443534,1.0,0.0,-0.824811769655492,0.5654074147354062,-1.0239218708865159,0.43564041181781904,-1.7085217493242022,0.4412790115801423,-4.061657642290412,3.569433972605168,0.14420931598705658,-1.6477703205075718,-0.05903374940120413,-0.6805925164798903,-1.2619133869470127,-0.062239357861431914,-1.8687886119085844,-0.6152960495169174,-0.0659225070985084,0.49355006054127654,-0.3503778248438423,0.0645594723730125,-1.7344750980503953,0.06458406973659568,-0.34057463095814383,-0.25072482384075645,-0.449173564800561,-0.051270697987227075,-0.587838184084595,-0.32559064705934654,0.2829139515877158,0.000666925239577344,0.050365772986888366,1.8787233761672222e-5
1.2405263960811588,1.0,0.0,-0.6558763076860772,0.7548683786038982,-1.540263311144608,-0.043434564828291736,-1.751862340711051,0.5056847109791727,-4.652814303949455,3.6148841267480707,0.10450663147195999,-1.6713635487289946,-0.20846737786588085,-0.7509024827497532,-1.2111705616700494,-0.06498510721807778,-1.8920726684764773,-1.1177658017592436,-0.28079084165917945,0.5625722370838018,-0.37227343667646345,0.09049326996941953,-2.2957102971370142,-0.48935161914301517,-0.4034983579239009,-0.22929562626873393,-0.31666269294914173,-0.09502855284525943,-0.6255805676320563,-0.368077843516797,0.29074211945953843,0.002884010399751466,0.0701692368169076,0.0006110202568646448
1.180657520925969,1.0,0.0,-0.7451838097739027,0.6668591227919521,-0.9093859906393917,0.0444055200449099,-1.9475755943168367,0.4247996345261675,-4.438638265826942,3.6095751125682356,0.14664011850993536,-1.5574048935074947,-0.08269872948373459,-0.9930994473149012,-1.1639964456310536,-0.04992339760702076,-1.614655034647592,-0.41490739511350594,-0.28956240804413835,0.44835030838569256,-0.3070402982137223,0.10234678771215582,-2.201396033772789,-0.9110439297545446,-0.3270957057293641,-0.1452656569333622,-0.44464660835475306,-0.014789286706684144,-0.5831315882524691,-0.35021279729081506,0.27275312651812833,0.0002799392406775146,0.07555791913248004,0.0005217956607551248
1.386696987129685,1.0,0.0,-0.59889644313653,0.8008264795811968,-1.4295285772810007,-0.022509794221524854,-1.806187516511872,0.4308994164459871,-5.792454954706346,3.586334407518556,0.11567763265791559,-1.546061778316398,-0.11260063525018618,-0.7688696962386197,-1.1505583867215805,-0.0724746755344131,-2.1430364662766945,-0.615205991834941,-0.4256459201801796,0.4262910839986677,-0.3256936141460409,0.04317325817149289,-2.2280082217932002,-0.9131289550426428,-0.39569929671526505,-0.23095500734409438,-0.35038664654089186,0.005852227954515192,-0.6005391338748988,-0.4498877179269639,0.2715119914845507,0.0005735359820131365,0.08228703943168408,0.0006124334528965484
1.1056329027429863,1.0,0.0,-0.6754926606416642,0.7373667102732843,-0.9610694133183912,0.4406216093626311,-1.6956571087289698,0.4404347297560965,-4.978149419876753,3.5650148360266596,0.14256593735631304,-1.473312193509468,-0.06247130954124889,-0.8162466294945011,-1.1503547927788762,-0.07450988557070236,-1.8350594753277238,-0.5366914073099298,-0.39281926344488005,0.4822931529926208,-0.37826085091960904,0.07739602149675472,-1.4013692993916054,-0.5409356211964412,-0.44450362480546957,-0.22829396570750513,-0.34124007067919854,0.023418339647576586,-0.6458293520522363,-0.4130530094800389,0.28214592671645167,0.001927921908379893,0.07655224143716717,0.0005110062997672845
1.7095399434782244,1.0,0.0,-0.030196354595819708,0.9995439861102279,-0.543863960282702,0.22657714069996823,-1.8055591432209437,0.41186657840622964,-3.2069979293794395,3.5831655951162404,0.10777700330526951,-1.6514326043457723,-0.10471906743307513,-0.9142730213140746,-1.2334141224592843,-0.055124960442620205,-2.2417204930874104,-0.4650299195486248,-0.022470093761002535,0.508785382188874,-0.29782841064863075,0.093979642202332,-3.470916501658704,-0.10028671635528516,-0.27115443032956876,-0.23097310938515003,-0.4013750600218488,-0.11989786549598036,-0.5561287251991704,-0.380147120854045,0.2803409349530296,0.002592825529469234,0.03623419203464065,0.001177303863205961
1.1668163949659902,1.0,0.0,-0.8668403460734149,0.4985858144986902,-1.1416611005069972,-0.20235435807480828,-1.7347419193126923,0.44370637160959103,-3.990233283322719,3.6587927861110217,0.14165783694499273,-1.555534188940304,-0.09417640739684006,-0.9146499874757643,-1.2183134104809206,-0.031185433955778753,-1.8498751314664221,-0.5330466722788915,-0.20598014976483198,0.5987759879252548,-0.35428696015018085,0.08773777460301192,-2.9049948385993614,-0.0016940473172544143,-0.4111858569217125,-0.2867754826392711,-0.3211412665862078,-0.026870139712034103,-0.6312173053711178,-0.3241233083272841,0.28845641595413674,0.001140222724352167,0.06145821175799687,0.00019816402343314276
