,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,q1,q2,q3,q4,q5,q6,q7,nu,eta,prior,lhood
115.0,0.09507,0.09645,0.09731,0.10088,0.09601,0.11237,0.09245,0.09252,0.09661,0.09449,0.09073,0.09436,0.09817,0.07760,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.21826,0.14544,0.13947,0.14582,0.16202,0.15140,0.15222,0.14183,0.16335,0.17032,0.21736,0.14566,0.12605,0.12686,0.10121,0.25593,0.11775,0.19864,0.43331,0.05751,0.25838,0.1,0.7620067800802732,100.87122399861897,-280.414961653647
116.0,0.09507,0.09645,0.09731,0.07507,0.09601,0.09021,0.09245,0.09252,0.09661,0.09449,0.09073,0.09436,0.09817,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.16124,0.14544,0.17947,0.14582,0.16202,0.15140,0.15222,0.14183,0.16335,0.17032,0.15031,0.14566,0.12605,0.12686,0.10121,0.19571,0.11775,0.03494,0.43331,0.05751,0.20746,0.1,0.7620067800802732,107.0897297566363,-281.6715878155335
117.0,0.09507,0.09645,0.09731,0.07507,0.09601,0.09021,0.09245,0.09252,0.09661,0.09449,0.09073,0.09436,0.09817,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.16124,0.14544,0.17947,0.14582,0.16202,0.15140,0.15222,0.14183,0.16335,0.17032,0.15031,0.14566,0.12605,0.12686,0.10626,0.19063,0.04841,0.23671,0.43331,0.00226,0.61262,0.1,0.7620067800802732,107.0897297566363,-279.5336480839245
118.0,0.09507,0.09645,0.09731,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.09436,0.09817,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.16335,0.17032,0.15031,0.14566,0.12605,0.12686,0.10626,0.24479,0.04841,0.24649,0.43331,0.00226,0.48954,0.1,0.8119619946361349,108.17275495337725,-278.756636919415
119.0,0.09507,0.09645,0.09731,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10018,0.09817,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.16354,0.17032,0.15031,0.14566,0.12605,0.12686,0.13646,0.34166,0.04841,0.20647,0.48640,0.00226,0.48954,0.1,0.8119619946361349,107.84479752135562,-279.7568601441138
120.0,0.09507,0.09645,0.09731,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10018,0.09817,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.16354,0.17032,0.15031,0.14566,0.12605,0.12686,0.13646,0.16343,0.04841,0.08714,0.48640,0.00226,0.48954,0.1,0.8002494273850405,107.84479752135562,-279.62348943349235
121.0,0.09507,0.09645,0.10123,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10018,0.10229,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.13204,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.16354,0.15358,0.15031,0.14566,0.12605,0.12686,0.16301,0.16343,0.35936,0.08714,0.36178,0.00226,0.48954,0.1,0.8002494273850405,109.06445012807964,-282.0337312149613
122.0,0.09507,0.09645,0.10123,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.13204,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14566,0.12605,0.12686,0.16301,0.16343,0.40066,0.02443,0.36178,0.00226,0.48954,0.1,0.8063553560540015,109.611899617599,-283.44494971868846
123.0,0.09507,0.09645,0.10123,0.07507,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09344,0.08777,0.09370,0.14779,0.14387,0.13204,0.16124,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14566,0.12605,0.12686,0.16301,0.16343,0.40066,0.29801,0.36178,0.00226,0.15939,0.1,0.8063553560540015,109.611899617599,-283.11550932434056
124.0,0.09507,0.09645,0.10123,0.09368,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08777,0.09370,0.14779,0.14387,0.13204,0.11977,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12605,0.12686,0.02085,0.03940,0.29340,0.00564,0.47578,0.00226,0.27162,0.1,0.8220593793976856,110.71360871403704,-278.7086529022656
125.0,0.09507,0.09645,0.08459,0.09368,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08777,0.09370,0.14779,0.14387,0.17357,0.11977,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12605,0.12686,0.02085,0.06100,0.15633,0.25298,0.53250,0.00226,0.17951,0.1,0.7772669045220109,109.62241702582452,-279.50537067417224
126.0,0.09477,0.09645,0.08459,0.09368,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08777,0.09370,0.14111,0.14387,0.17357,0.11977,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12605,0.12686,0.02085,0.15506,0.15633,0.17517,0.53250,0.00226,0.54207,0.1,0.7759725331129376,109.56829593429246,-279.25083166248714
127.0,0.09477,0.09645,0.09907,0.09368,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08777,0.09370,0.14111,0.14387,0.13322,0.11977,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12605,0.12686,0.02085,0.15506,0.18172,0.17517,0.41575,0.00226,0.54207,0.1,0.8347640113342099,110.73698038081409,-278.10819736334497
128.0,0.09477,0.09645,0.09907,0.09368,0.09601,0.09854,0.09245,0.09252,0.08571,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.11977,0.14544,0.14945,0.14582,0.16202,0.14328,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02085,0.11554,0.19833,0.17517,0.41008,0.08477,0.35830,0.1,0.7764543532555526,110.42920875288273,-278.7689900578903
129.0,0.09477,0.09645,0.09907,0.09368,0.09601,0.09854,0.09245,0.09252,0.09220,0.09449,0.09073,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.11977,0.14544,0.14945,0.14582,0.16202,0.14107,0.15222,0.14183,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02905,0.03656,0.14167,0.29481,0.53424,0.10692,0.35830,0.1,0.7764543532555526,110.28748246256164,-278.88053950966247
130.0,0.09477,0.09645,0.09907,0.09368,0.09601,0.09854,0.09245,0.09252,0.09220,0.09449,0.08264,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.11977,0.14544,0.14945,0.14582,0.16202,0.14107,0.15222,0.14065,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02905,0.06502,0.14167,0.24667,0.53424,0.10867,0.35830,0.1,0.7764543532555526,106.84386429161071,-278.90421880935384
131.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09854,0.09245,0.09252,0.09220,0.09449,0.08264,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.14945,0.14582,0.16202,0.14107,0.15222,0.14065,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02905,0.12304,0.14167,0.10519,0.67510,0.10867,0.35830,0.1,0.779305596763709,107.22119208293473,-280.13544114003247
132.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09854,0.09245,0.09252,0.09080,0.09449,0.08264,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.14945,0.14582,0.16202,0.16544,0.15222,0.14065,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02905,0.02192,0.14167,0.10998,0.49898,0.10867,0.35830,0.1,0.894585772723044,107.08926684984598,-279.4027650032092
133.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09854,0.09245,0.09252,0.09080,0.09449,0.08264,0.10313,0.10229,0.07414,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.14945,0.14582,0.16202,0.16544,0.15222,0.14065,0.15517,0.15358,0.15031,0.14397,0.12236,0.12686,0.02905,0.00523,0.25857,0.26057,0.12360,0.13973,0.35830,0.1,0.894585772723044,107.08926684984598,-280.79986662654846
134.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09854,0.09245,0.09252,0.09080,0.09449,0.08264,0.10313,0.10229,0.09011,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.14945,0.14582,0.16202,0.16544,0.15222,0.14065,0.15517,0.15358,0.15977,0.14397,0.12236,0.12686,0.01895,0.16238,0.32755,0.13872,0.04698,0.33731,0.51770,0.1,0.894585772723044,108.64262442786907,-287.26777355016986
135.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.07885,0.09245,0.09252,0.09080,0.09449,0.08264,0.10313,0.10229,0.09011,0.09106,0.08332,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.17257,0.14582,0.16202,0.16544,0.15222,0.14065,0.15517,0.15358,0.15977,0.14397,0.12236,0.12686,0.01895,0.16238,0.32650,0.14038,0.06860,0.33731,0.55813,0.1,0.7487670517191611,107.5161746996278,-287.08772189158395
136.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09365,0.09245,0.09252,0.09080,0.09449,0.08264,0.10313,0.10229,0.09011,0.09106,0.09197,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.16708,0.14582,0.16202,0.16544,0.15222,0.14065,0.15517,0.15358,0.15977,0.14397,0.17242,0.12686,0.01895,0.11757,0.03306,0.18324,0.20352,0.33731,0.55813,0.1,0.8477887722100425,107.38743214470519,-283.6197945710762
137.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09365,0.09245,0.09252,0.09080,0.09449,0.11082,0.10313,0.10229,0.09011,0.09106,0.09197,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.16708,0.14582,0.16202,0.16544,0.15222,0.15468,0.15517,0.15358,0.15977,0.14397,0.17242,0.12686,0.01895,0.11757,0.03306,0.18324,0.20352,0.17494,0.55813,0.1,0.8477887722100425,110.59286465837657,-280.9878878218992
138.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09365,0.09245,0.09252,0.09080,0.09449,0.11082,0.10313,0.10229,0.09011,0.09106,0.09197,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.16708,0.14582,0.16202,0.16544,0.15222,0.15468,0.15517,0.15358,0.15977,0.14397,0.17242,0.12686,0.01895,0.11757,0.19282,0.18324,0.20352,0.16235,0.44175,0.1,0.8477887722100425,110.59286465837657,-280.9710087744818
139.0,0.09477,0.09645,0.09907,0.09430,0.09601,0.09365,0.09245,0.09252,0.09080,0.09449,0.11082,0.10313,0.10229,0.09011,0.09106,0.09197,0.09370,0.14111,0.14387,0.13322,0.14252,0.14544,0.16708,0.14582,0.16202,0.16544,0.15222,0.15468,0.15517,0.15358,0.15977,0.14397,0.17242,0.12686,0.13016,0.12188,0.16998,0.32451,0.23388,0.16235,0.14111,0.1,0.5899662012664084,110.59286465837657,-283.976814380854
140.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.08603,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.08434,0.08608,0.13557,0.13833,0.12768,0.13699,0.13991,0.16155,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.16689,0.12132,0.13016,0.12188,0.02868,0.40758,0.23388,0.15082,0.79299,0.1,0.6183923325637579,111.47273745969434,-284.6961770989388
141.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.08603,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.08434,0.08608,0.13557,0.13833,0.12768,0.13699,0.13991,0.16155,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.16689,0.12132,0.13016,0.12188,0.02868,0.40758,0.21071,0.07182,0.42472,0.1,0.533449572780413,111.47273745969434,-282.5794224234214
142.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.08603,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.12768,0.13699,0.13991,0.16155,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.16393,0.20175,0.02868,0.40758,0.20402,0.07182,0.42472,0.1,0.533449572780413,112.529184858989,-283.0398829025369
143.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.09075,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.12768,0.13699,0.13991,0.16718,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.16393,0.23726,0.02868,0.21747,0.61277,0.07182,0.42472,0.1,0.5815895090627647,112.13897109920855,-281.93252742326183
144.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.09075,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.12768,0.13699,0.13991,0.16718,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.12538,0.23726,0.02868,0.21884,0.86372,0.07182,0.55373,0.1,0.5872605116899094,112.13897109920855,-284.07253216826206
145.0,0.08714,0.08882,0.09145,0.08668,0.08839,0.09075,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.12768,0.13699,0.13991,0.16718,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.12538,0.23726,0.02868,0.21884,0.26950,0.07182,0.55373,0.1,0.4958804632810614,112.13897109920855,-283.08245521254736
146.0,0.08714,0.08882,0.06572,0.08706,0.08839,0.09075,0.08483,0.08490,0.08317,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.13211,0.12726,0.13991,0.16718,0.14028,0.15649,0.15990,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.12538,0.23726,0.05913,0.37741,0.25742,0.07182,0.55373,0.1,0.4958804632810614,110.865052672778,-284.08736836306394
147.0,0.08714,0.08882,0.06572,0.08706,0.08839,0.09075,0.08483,0.08490,0.07568,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.08151,0.13557,0.13833,0.13211,0.12726,0.13991,0.16718,0.14028,0.15649,0.15062,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.12551,0.12538,0.23726,0.16561,0.37741,0.25742,0.07182,0.42915,0.1,0.4958804632810614,107.3939033895046,-284.6332282337458
148.0,0.08714,0.08882,0.09953,0.08706,0.08839,0.09075,0.08483,0.08490,0.07568,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.10911,0.13557,0.13833,0.18540,0.12726,0.13991,0.16718,0.14028,0.15649,0.15062,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.10792,0.12538,0.05805,0.25517,0.37741,0.48749,0.07182,0.42915,0.1,0.6792744006709762,102.37507590342341,-280.6952294471106
149.0,0.08714,0.08882,0.12911,0.08706,0.08839,0.09075,0.08483,0.08490,0.07568,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.10911,0.13557,0.13833,0.12137,0.12726,0.13991,0.16718,0.14028,0.15649,0.15062,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.10792,0.12538,0.08394,0.25517,0.29102,0.49121,0.07182,0.44940,0.1,0.6792744006709762,101.5258737946976,-279.78795075777055
150.0,0.08714,0.08882,0.12911,0.08706,0.08839,0.09424,0.08483,0.08490,0.07568,0.08687,0.10268,0.09551,0.09467,0.08249,0.08343,0.07816,0.10911,0.13557,0.13833,0.12137,0.12726,0.13991,0.16974,0.14028,0.15649,0.15062,0.14668,0.15959,0.14963,0.14804,0.15423,0.13843,0.11495,0.10792,0.12538,0.08394,0.25517,0.33587,0.32062,0.07182,0.44940,0.1,0.6684366817582126,101.23622795387547,-280.11891821237504
151.0,0.08825,0.08993,0.13293,0.08817,0.08949,0.10580,0.08594,0.08600,0.10050,0.08798,0.10378,0.09661,0.09578,0.08360,0.08454,0.07926,0.11021,0.12190,0.12467,0.10565,0.11359,0.12624,0.11575,0.12662,0.14282,0.12165,0.13302,0.14592,0.13596,0.13438,0.14056,0.12476,0.10128,0.09426,0.12538,0.08394,0.25517,0.33587,0.32062,0.07182,0.52411,0.1,0.6684366817582126,101.30919907418097,-281.1268724794114
152.0,0.08825,0.08993,0.13293,0.09745,0.08949,0.10580,0.08594,0.08623,0.10050,0.08798,0.10378,0.09661,0.09578,0.08360,0.08454,0.06820,0.11021,0.12190,0.12467,0.10565,0.10759,0.12624,0.11575,0.12662,0.12182,0.12165,0.13302,0.14592,0.13596,0.13438,0.14056,0.12476,0.09550,0.09426,0.12538,0.16105,0.09731,0.01451,0.34100,0.06635,0.52411,0.1,0.6684366817582126,101.47686043770689,-280.86560041568157
153.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.10580,0.08594,0.08623,0.10050,0.08798,0.10378,0.09661,0.09578,0.08360,0.08454,0.06820,0.11021,0.12190,0.12467,0.13661,0.10759,0.12624,0.11575,0.12662,0.12182,0.12165,0.13302,0.14592,0.13596,0.13438,0.14056,0.12476,0.09550,0.09426,0.12538,0.16105,0.09731,0.22721,0.63513,0.06635,0.52411,0.1,0.8814766266473709,103.38012405341986,-280.4235493801813
154.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.10580,0.08594,0.08623,0.10050,0.08798,0.10378,0.09661,0.09578,0.08360,0.08454,0.06820,0.11021,0.12190,0.12467,0.13661,0.10759,0.12624,0.11575,0.12662,0.12182,0.12165,0.13302,0.14592,0.13596,0.13438,0.14056,0.12476,0.09550,0.09426,0.12538,0.16105,0.17732,0.20442,0.53928,0.06635,0.52411,0.1,0.6693687426528256,103.38012405341986,-281.2495771362852
155.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.08798,0.10378,0.09661,0.09578,0.08360,0.08454,0.06820,0.11212,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.13302,0.14592,0.13596,0.13438,0.14056,0.12476,0.09550,0.13619,0.12538,0.16105,0.04008,0.20442,0.60381,0.06635,0.64084,0.1,0.6693687426528256,103.05466492558425,-281.7995220502487
156.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.08798,0.10378,0.09740,0.09578,0.08360,0.08454,0.06820,0.11212,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.13302,0.14592,0.12746,0.13438,0.14056,0.12476,0.09550,0.13619,0.02420,0.12971,0.04008,0.03821,0.60381,0.09701,0.64084,0.1,0.8536081265384601,102.4494510964562,-281.3848559929178
157.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.08798,0.10378,0.09740,0.09578,0.09126,0.08454,0.10906,0.11212,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.13302,0.14592,0.12746,0.13438,0.14834,0.12476,0.11028,0.13619,0.02420,0.12971,0.04008,0.25971,0.60381,0.09701,0.64084,0.1,0.8536081265384601,102.98221293959949,-282.0750656955647
158.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.08798,0.10378,0.09740,0.09578,0.09126,0.08454,0.10906,0.11212,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.13302,0.14592,0.12746,0.13438,0.14834,0.12476,0.11028,0.13619,0.02420,0.42530,0.04008,0.23696,0.60381,0.09200,0.62718,0.1,0.8536081265384601,102.98221293959949,-283.40720571581306
159.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.08798,0.10378,0.09740,0.09578,0.09126,0.08454,0.10906,0.10988,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.13302,0.14592,0.12746,0.13438,0.14834,0.12476,0.11028,0.09576,0.18426,0.42530,0.04008,0.32262,0.60381,0.09200,0.16175,0.1,0.853638905262844,102.26409548066185,-283.7206900555008
160.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.11671,0.10378,0.09740,0.09578,0.09126,0.08454,0.10906,0.10988,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.14094,0.14592,0.12746,0.13438,0.14834,0.12476,0.11028,0.09576,0.18426,0.42530,0.04008,0.32262,0.57599,0.05971,0.16175,0.1,0.853638905262844,101.70566280523975,-283.5472151726591
161.0,0.08825,0.08993,0.11533,0.09745,0.08949,0.06311,0.08594,0.08623,0.10050,0.11671,0.10378,0.09740,0.09578,0.09126,0.08454,0.10906,0.10988,0.12190,0.12467,0.13661,0.10759,0.12624,0.13333,0.12662,0.12182,0.12165,0.14094,0.14592,0.12746,0.13438,0.14834,0.12476,0.11028,0.09576,0.18426,0.16415,0.12666,0.26304,0.57599,0.01671,0.26086,0.1,0.6444964264841311,101.70566280523975,-282.1064255067036
162.0,0.08273,0.08441,0.05728,0.09193,0.08397,0.05759,0.08042,0.08071,0.09498,0.11119,0.09826,0.09188,0.09026,0.08574,0.07902,0.10354,0.10436,0.13150,0.13426,0.13740,0.11718,0.13583,0.14292,0.13621,0.13141,0.13124,0.15053,0.15551,0.13706,0.14397,0.15793,0.13435,0.11987,0.10536,0.24200,0.16415,0.22542,0.26304,0.14003,0.01671,0.47859,0.1,0.6444964264841311,100.57447322921703,-283.65164691089086
163.0,0.08273,0.08441,0.05728,0.09193,0.08397,0.07161,0.08042,0.08071,0.09498,0.08796,0.09826,0.09188,0.09026,0.08574,0.07902,0.10354,0.10436,0.13150,0.13426,0.13740,0.11718,0.13583,0.16838,0.13621,0.13141,0.13124,0.14996,0.15551,0.13706,0.14397,0.15793,0.13435,0.11987,0.10536,0.03843,0.27474,0.16794,0.26304,0.14003,0.01671,0.47859,0.1,0.6444964264841311,102.36274176499388,-282.8357551563084
164.0,0.08273,0.08441,0.05728,0.09193,0.08397,0.05918,0.08042,0.08071,0.09498,0.08796,0.09826,0.09188,0.09026,0.08574,0.07902,0.10354,0.10436,0.13150,0.13426,0.13740,0.11718,0.13583,0.13436,0.13621,0.13141,0.13124,0.14996,0.15551,0.13706,0.14397,0.15793,0.13435,0.11987,0.10536,0.16730,0.17709,0.16794,0.32452,0.14003,0.01671,0.47859,0.1,0.67937890204137,102.03465600087324,-282.2430904137187
165.0,0.08273,0.08441,0.05728,0.09193,0.08397,0.05918,0.08042,0.08071,0.09498,0.07997,0.09826,0.09188,0.09026,0.08574,0.07902,0.10354,0.10436,0.13150,0.13426,0.13740,0.11718,0.13583,0.13436,0.13621,0.13141,0.13124,0.15323,0.15551,0.13706,0.14397,0.15793,0.13435,0.11987,0.10536,0.16730,0.14727,0.24751,0.32452,0.06348,0.01671,0.47859,0.1,0.67937890204137,100.64457575852413,-283.9146317528278
166.0,0.08273,0.08441,0.06487,0.09193,0.08397,0.05918,0.08042,0.08071,0.09498,0.07997,0.09826,0.09188,0.09026,0.08574,0.07902,0.06114,0.05799,0.13150,0.13426,0.12234,0.11718,0.13583,0.13436,0.13621,0.13141,0.13124,0.15323,0.15551,0.13706,0.14397,0.15793,0.13435,0.15506,0.10274,0.16730,0.14727,0.14349,0.13284,0.07764,0.01671,0.38562,0.1,0.7153828113380989,102.18059387616815,-282.1082372715192
167.0,0.08273,0.08441,0.06487,0.09193,0.08397,0.05918,0.08042,0.08071,0.09498,0.07997,0.09826,0.09188,0.09026,0.08574,0.07902,0.06114,0.05799,0.13150,0.13426,0.12234,0.11718,0.13583,0.13436,0.13621,0.13141,0.13124,0.15323,0.15551,0.13706,0.14397,0.15793,0.13435,0.15506,0.10274,0.16730,0.11607,0.14349,0.13284,0.25945,0.01671,0.49880,0.1,0.6717396632371772,102.18059387616815,-280.414554582119
168.0,0.09784,0.09952,0.07998,0.10704,0.09908,0.07429,0.09553,0.09582,0.11009,0.09508,0.11337,0.10699,0.10537,0.10085,0.09413,0.07625,0.07310,0.14424,0.14700,0.13509,0.12992,0.14858,0.14711,0.14895,0.14416,0.14398,0.16598,0.16826,0.14980,0.15671,0.17067,0.14710,0.16780,0.11548,0.04754,0.18020,0.14349,0.13284,0.86294,0.01671,0.49880,0.1,0.6717396632371772,103.08465659973538,-281.2530305676097
169.0,0.09784,0.09952,0.07998,0.12036,0.09908,0.07429,0.09553,0.09582,0.11009,0.13581,0.11337,0.10699,0.10537,0.09180,0.09413,0.07625,0.09480,0.14424,0.14700,0.13509,0.14565,0.14858,0.14711,0.14895,0.14416,0.14398,0.18276,0.16826,0.14980,0.15671,0.13387,0.14710,0.16780,0.12257,0.04754,0.18020,0.02751,0.11786,0.44546,0.01671,0.44944,0.1,0.7458540067940245,102.53228336746122,-277.9424262385823
170.0,0.09784,0.09952,0.07998,0.12036,0.09908,0.08026,0.09553,0.09582,0.11009,0.08899,0.11337,0.10699,0.10537,0.09180,0.09413,0.07625,0.09480,0.14424,0.14700,0.13509,0.14565,0.14858,0.15764,0.14895,0.14416,0.14398,0.16620,0.16826,0.14980,0.15671,0.13387,0.14710,0.16780,0.12257,0.04754,0.13898,0.02751,0.18314,0.65990,0.01671,0.44944,0.1,0.8502615747305077,104.3302174607071,-278.3387747736364
171.0,0.09784,0.09952,0.07998,0.12036,0.09908,0.08026,0.09553,0.09582,0.11009,0.09596,0.11337,0.10699,0.10537,0.09180,0.09413,0.07625,0.09480,0.14424,0.14700,0.13509,0.14565,0.14858,0.15764,0.14895,0.14416,0.14398,0.13207,0.16826,0.14980,0.15671,0.13387,0.14710,0.16780,0.12257,0.04754,0.13898,0.02751,0.02389,0.65990,0.01671,0.56512,0.1,0.8502615747305077,105.10221422719823,-279.7030066933514
172.0,0.09784,0.09952,0.07998,0.12036,0.09908,0.08026,0.09553,0.09582,0.11009,0.09596,0.11337,0.10699,0.10537,0.09180,0.09413,0.07625,0.09480,0.14424,0.14700,0.13509,0.14565,0.14858,0.15764,0.14895,0.14416,0.14398,0.13207,0.16826,0.14980,0.15671,0.13387,0.14710,0.16780,0.12257,0.31645,0.13898,0.02751,0.02389,0.59873,0.01671,0.56512,0.1,0.8502615747305077,105.10221422719823,-282.30448513990694
