,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,q1,q2,q3,q4,q5,q6,q7,nu,eta,prior,lhood
57.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.04914,0.06061,0.06343,0.06075,0.06007,0.06294,0.06396,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13329,0.13293,0.13841,0.13398,0.12982,0.13525,0.13699,0.13194,0.21099,0.33190,0.16488,0.14193,0.34872,0.13457,0.26954,0.1,0.7667922774533299,117.5289444712481,-285.36623540875587
58.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.04914,0.06061,0.06343,0.06075,0.06007,0.06294,0.06396,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13329,0.13293,0.13841,0.13398,0.12982,0.13525,0.13699,0.13194,0.06082,0.33190,0.16488,0.47885,0.34872,0.05111,0.46890,0.1,0.6482352615322595,117.5289444712481,-283.4704420224982
59.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.04914,0.06061,0.06343,0.06075,0.06007,0.06294,0.06396,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13329,0.13293,0.13841,0.13398,0.12982,0.13525,0.13699,0.13194,0.06082,0.28139,0.16488,0.47885,0.42816,0.05111,0.87095,0.1,0.6482352615322595,117.5289444712481,-286.0901510922608
60.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.05330,0.06061,0.06343,0.06075,0.06007,0.06294,0.06396,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13133,0.13293,0.13841,0.13398,0.12982,0.13525,0.13699,0.13194,0.01816,0.28139,0.16488,0.18592,0.70198,0.05111,0.89982,0.1,0.655059046261234,117.86937734883323,-287.3119868243986
61.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.05330,0.06061,0.06343,0.06075,0.06007,0.06294,0.04387,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13133,0.13293,0.13841,0.13398,0.12982,0.13525,0.15708,0.13194,0.19450,0.03001,0.16488,0.18592,0.79872,0.05111,0.89982,0.1,0.63717561160334,113.68340449154577,-287.32974008989424
62.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.04973,0.06196,0.05676,0.05034,0.05330,0.06061,0.06343,0.06075,0.06007,0.06294,0.04387,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.13332,0.13541,0.12814,0.14447,0.13133,0.13293,0.13841,0.13398,0.12982,0.13525,0.15708,0.13194,0.19001,0.08643,0.16488,0.18592,0.27342,0.05111,0.89982,0.1,0.63717561160334,113.68340449154577,-286.10945699384285
63.0,0.06664,0.06595,0.06580,0.06693,0.06551,0.07221,0.06196,0.05676,0.05034,0.05330,0.06061,0.06343,0.06075,0.06007,0.06294,0.04387,0.06746,0.13281,0.13346,0.12412,0.14480,0.13503,0.10105,0.13541,0.12814,0.14447,0.13133,0.13293,0.13841,0.13398,0.12982,0.13525,0.15708,0.13194,0.19001,0.08643,0.16488,0.00968,0.27367,0.05111,0.82309,0.1,0.683322813945717,112.83903633265639,-285.9072773754684
64.0,0.08323,0.08253,0.08238,0.08351,0.08210,0.08879,0.07854,0.07334,0.06692,0.06988,0.07720,0.08002,0.07733,0.07665,0.07953,0.06045,0.08404,0.15368,0.15433,0.14499,0.16567,0.15590,0.12191,0.15628,0.14901,0.16534,0.15219,0.15380,0.15928,0.15484,0.15069,0.15611,0.17795,0.15281,0.19001,0.09580,0.16488,0.68771,0.42097,0.05111,0.67310,0.1,0.587644917233957,111.75790295655987,-284.2035994171356
65.0,0.08323,0.08253,0.08238,0.08351,0.08210,0.08879,0.07854,0.07334,0.06692,0.06988,0.07720,0.08002,0.07733,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14499,0.16567,0.15590,0.12191,0.15628,0.14901,0.16534,0.15219,0.15380,0.15928,0.15484,0.15069,0.15611,0.13803,0.15281,0.19001,0.01746,0.16488,0.68771,0.41970,0.00624,0.67310,0.1,0.587644917233957,112.51605131038589,-283.33067180123675
66.0,0.08323,0.08253,0.08238,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06988,0.07681,0.08002,0.07733,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14499,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.15219,0.15229,0.15928,0.15484,0.15069,0.15611,0.13803,0.15281,0.12235,0.01746,0.16488,0.68771,0.41970,0.00624,0.67310,0.1,0.5973169643200075,113.066756497975,-282.29483764418114
67.0,0.08323,0.08253,0.08238,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06988,0.07681,0.08002,0.07733,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14499,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.15219,0.15229,0.15928,0.15484,0.15069,0.15611,0.13803,0.15281,0.12235,0.01746,0.25108,0.68771,0.45213,0.00624,0.67310,0.1,0.5973169643200075,113.066756497975,-282.29330333363254
68.0,0.08323,0.08253,0.08238,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06379,0.07681,0.08002,0.07733,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14499,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.14151,0.15229,0.15928,0.15484,0.15069,0.15611,0.13803,0.15281,0.06242,0.01746,0.25108,0.68771,0.65534,0.00624,0.67310,0.1,0.514076380766389,112.11376435636944,-283.83262999474005
69.0,0.08323,0.08253,0.07555,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06379,0.07681,0.08002,0.07733,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14489,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.14151,0.15229,0.15928,0.15484,0.15069,0.15611,0.13803,0.15281,0.12070,0.01746,0.08419,0.68771,0.65534,0.00624,0.67310,0.1,0.6238853815996506,112.08262005990449,-283.3615678963919
70.0,0.08323,0.08253,0.07555,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06379,0.07681,0.08002,0.07646,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14489,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.14151,0.15229,0.15928,0.18286,0.15069,0.15611,0.13803,0.15281,0.17451,0.01746,0.28543,0.49249,0.65534,0.00624,0.67310,0.1,0.6737520730657969,109.22999162460457,-280.8443228832778
71.0,0.08323,0.08253,0.07555,0.08351,0.08210,0.06698,0.07854,0.07334,0.06692,0.06379,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14489,0.16567,0.15590,0.13561,0.15628,0.14901,0.16534,0.14151,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.17451,0.10221,0.31448,0.43922,0.49696,0.00624,0.79789,0.1,0.647671852280561,109.1149530246814,-282.426372743856
72.0,0.08323,0.08253,0.07555,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.14489,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.01672,0.10221,0.31448,0.25167,0.55460,0.17540,0.79789,0.1,0.8501183568850392,108.07316279417138,-282.8565010524088
73.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.01672,0.10221,0.31448,0.25167,0.78297,0.17540,0.79789,0.1,0.8053533996774355,107.45315535675188,-284.2983153711674
74.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.01672,0.02971,0.27464,0.13045,0.80787,0.07004,0.37321,0.1,0.8053533996774355,107.45315535675188,-280.3832957915178
75.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.04307,0.14129,0.22398,0.20461,0.40369,0.00775,0.37321,0.1,0.7507989434640823,107.45315535675188,-278.55408797051626
76.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.04307,0.14129,0.01022,0.30001,0.66785,0.00775,0.11287,0.1,0.7507989434640823,107.45315535675188,-280.0950548203636
77.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.03491,0.14129,0.02155,0.30001,0.51725,0.00775,0.11287,0.1,0.8053750027717264,107.45315535675188,-279.63812903647505
78.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.03491,0.25068,0.02155,0.13497,0.76190,0.00775,0.11287,0.1,0.6815975463508437,107.45315535675188,-281.2473142284504
79.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.13183,0.25068,0.01623,0.38677,0.79902,0.00775,0.46118,0.1,0.8428205699004898,107.45315535675188,-279.4095712480131
80.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.05965,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.17268,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.05237,0.25068,0.01623,0.38677,0.57323,0.00775,0.63981,0.1,0.6931094132692733,107.45315535675188,-278.47736759243196
81.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.05237,0.25068,0.06632,0.17647,0.57323,0.06511,0.63981,0.1,0.7701297582344517,107.59852077919787,-280.1057165206654
82.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.05237,0.25068,0.03952,0.17647,0.49449,0.06511,0.43281,0.1,0.7945963334990923,107.59852077919787,-279.0566747334573
83.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.10905,0.25068,0.10725,0.10983,0.59835,0.06511,0.43281,0.1,0.7945963334990923,107.59852077919787,-280.69828487424445
84.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.10905,0.25068,0.10725,0.28790,0.43981,0.06511,0.55046,0.1,0.8866925138230776,107.59852077919787,-280.26564049840755
85.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.14401,0.25068,0.16039,0.37597,0.43981,0.16111,0.60111,0.1,0.8373446031867873,107.59852077919787,-282.4978942811521
86.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08002,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.15928,0.18078,0.15069,0.15611,0.13803,0.15281,0.15313,0.29502,0.16039,0.37597,0.43981,0.07382,0.60111,0.1,0.8121740010615072,107.59852077919787,-281.563667156654
87.0,0.08323,0.08253,0.08807,0.06701,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08045,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.15855,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.17381,0.18078,0.15069,0.15611,0.13803,0.15281,0.07662,0.18581,0.16039,0.32935,0.43981,0.07622,0.60111,0.1,0.756558120587918,107.9136575887667,-279.86771687317554
88.0,0.08323,0.08253,0.08807,0.08387,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08045,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.12679,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.17381,0.18078,0.15069,0.15611,0.13803,0.15281,0.07662,0.18581,0.24567,0.32935,0.43981,0.07085,0.45803,0.1,0.8293682610975489,107.99489879461487,-279.6376620110927
89.0,0.08323,0.08253,0.08807,0.08387,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08045,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.12679,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.17381,0.18078,0.15069,0.15611,0.13803,0.15281,0.09180,0.18581,0.23303,0.53079,0.43981,0.07085,0.28092,0.1,0.7476989005428667,107.99489879461487,-281.1329632097887
90.0,0.08323,0.08253,0.08807,0.08387,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08045,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.17187,0.12679,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.17381,0.18078,0.15069,0.15611,0.13803,0.15281,0.09180,0.13493,0.23303,0.27782,0.32695,0.02054,0.32150,0.1,0.7476989005428667,107.99489879461487,-278.81830135679866
91.0,0.08323,0.08253,0.09567,0.08387,0.08210,0.06698,0.07854,0.07334,0.06692,0.08348,0.07681,0.08045,0.08426,0.07665,0.07953,0.06177,0.08404,0.15368,0.15433,0.16432,0.12679,0.15590,0.13561,0.15628,0.14901,0.16534,0.15621,0.15229,0.17381,0.18078,0.15069,0.15611,0.13803,0.15281,0.09180,0.00290,0.18730,0.27782,0.32695,0.02054,0.32150,0.1,0.7547887612101497,107.7648251566165,-277.60436052426627
92.0,0.08125,0.08055,0.10438,0.08189,0.08012,0.06500,0.07656,0.07136,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.08206,0.18199,0.18264,0.17150,0.15511,0.18422,0.16392,0.18459,0.17732,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.18112,0.09180,0.00290,0.24902,0.27782,0.32695,0.00378,0.33288,0.1,0.7602589192310262,105.33468577792533,-277.5747404481549
93.0,0.08125,0.08055,0.10438,0.08189,0.08012,0.06500,0.07656,0.07136,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.08206,0.18199,0.18264,0.17150,0.15511,0.18422,0.16392,0.18459,0.17732,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.18112,0.00107,0.00290,0.24902,0.03142,0.32695,0.00378,0.73608,0.1,0.7993940707633366,105.33468577792533,-278.5506148046096
94.0,0.08125,0.08055,0.08092,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.07781,0.18199,0.18264,0.21381,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.16563,0.28169,0.02745,0.22480,0.44548,0.70732,0.00378,0.68050,0.1,0.7993940707633366,104.50120899497568,-281.6832594647458
95.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.16563,0.28169,0.02745,0.28619,0.04817,0.59315,0.00378,0.85955,0.1,0.7993940707633366,101.78388369563832,-280.7732914161044
96.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.16563,0.28169,0.05977,0.28619,0.10278,0.28107,0.00378,0.85166,0.1,0.7257812349152455,101.78388369563832,-280.9970718735923
97.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.16563,0.02055,0.16816,0.05289,0.08183,0.47292,0.00378,0.66518,0.1,0.7257812349152455,101.78388369563832,-276.81826625901283
98.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07467,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.17900,0.18443,0.16634,0.16563,0.02798,0.16816,0.15509,0.33356,0.47292,0.00378,0.66518,0.1,0.8667364538288966,101.78388369563832,-276.7713126154502
99.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.06487,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.20223,0.18443,0.16634,0.16563,0.02798,0.16816,0.15509,0.32159,0.47292,0.00378,0.22667,0.1,0.8300681170165876,101.8388657802412,-277.5891054186419
100.0,0.08125,0.08055,0.08800,0.08189,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.06487,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.15511,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.20223,0.18443,0.16634,0.16563,0.10002,0.16816,0.05248,0.23574,0.52946,0.00378,0.22667,0.1,0.8543726189139353,101.8388657802412,-277.6147706171027
101.0,0.08125,0.08055,0.08800,0.07812,0.08012,0.06500,0.07656,0.07929,0.06494,0.08150,0.07483,0.07847,0.08228,0.07085,0.07755,0.05979,0.07781,0.18199,0.18264,0.11624,0.21848,0.18422,0.16392,0.18459,0.20056,0.19366,0.18452,0.18061,0.20212,0.20909,0.22519,0.18443,0.16634,0.16563,0.08454,0.41283,0.07092,0.14657,0.19952,0.00378,0.22667,0.1,0.8543726189139353,100.34669811870167,-281.5536191237428
102.0,0.08125,0.08055,0.08800,0.08628,0.08012,0.06500,0.07656,0.07929,0.07553,0.06428,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18199,0.18264,0.11624,0.17739,0.18422,0.16392,0.18459,0.20056,0.16831,0.19474,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.08454,0.08395,0.07092,0.14657,0.59982,0.00378,0.42852,0.1,0.8543726189139353,102.97009805632074,-276.88084945665315
103.0,0.08125,0.08055,0.08800,0.07824,0.08012,0.06500,0.07656,0.07929,0.07553,0.06428,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18199,0.18264,0.11624,0.17588,0.18422,0.16392,0.18459,0.20056,0.16831,0.19474,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.08454,0.08395,0.10955,0.33601,0.62679,0.00378,0.41296,0.1,0.8543726189139353,103.18122928302289,-276.8324225667222
104.0,0.08125,0.08055,0.08800,0.07824,0.08012,0.06500,0.07656,0.07929,0.07553,0.06428,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18199,0.18264,0.11624,0.17588,0.18422,0.16392,0.18459,0.20056,0.16831,0.19474,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.08454,0.08395,0.10955,0.05062,0.62679,0.00378,0.41296,0.1,0.6768565134123729,103.18122928302289,-278.0450367514316
105.0,0.07918,0.08055,0.09009,0.07824,0.08012,0.06500,0.07656,0.07929,0.07553,0.07860,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18656,0.18264,0.11994,0.17588,0.18422,0.16392,0.18459,0.20056,0.16831,0.19099,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.08454,0.08395,0.35104,0.08087,0.45535,0.00378,0.41296,0.1,0.6802679578388172,104.35279791608068,-278.71064867390197
106.0,0.07918,0.08055,0.09009,0.07824,0.08012,0.06500,0.07656,0.07663,0.08072,0.07860,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18656,0.18264,0.11994,0.17588,0.18422,0.16392,0.18459,0.20080,0.19017,0.19099,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.03398,0.08395,0.35104,0.20370,0.30373,0.00378,0.41296,0.1,0.8114903543093194,107.15368129743227,-277.83616589181963
107.0,0.07918,0.08055,0.09009,0.07824,0.08012,0.07187,0.07656,0.07663,0.08072,0.07860,0.07483,0.07847,0.08228,0.07085,0.07755,0.07188,0.07781,0.18656,0.18264,0.11994,0.17588,0.18422,0.15072,0.18459,0.20080,0.19017,0.19099,0.18061,0.20212,0.20909,0.22519,0.18443,0.16482,0.16563,0.02661,0.07366,0.35104,0.20370,0.30373,0.00378,0.41296,0.1,0.7472761517439347,107.16294892950678,-277.5994904124058
108.0,0.07918,0.08055,0.10309,0.07824,0.08012,0.07187,0.07656,0.07663,0.08072,0.07860,0.07483,0.07847,0.08228,0.09259,0.07755,0.07188,0.07781,0.18656,0.18264,0.13076,0.17588,0.18422,0.15072,0.18459,0.20080,0.19017,0.19099,0.18061,0.20212,0.20909,0.23625,0.18443,0.16482,0.16563,0.30221,0.04434,0.08752,0.20370,0.30373,0.00378,0.41296,0.1,0.7472761517439347,105.53452966370446,-279.57238646757185
109.0,0.06322,0.06460,0.08714,0.06229,0.06416,0.05591,0.06061,0.06067,0.06476,0.06265,0.05888,0.06252,0.06633,0.04148,0.06159,0.05592,0.06185,0.17825,0.17434,0.12245,0.16757,0.17591,0.14241,0.17629,0.19249,0.18187,0.18269,0.17230,0.19381,0.20078,0.21353,0.17612,0.15651,0.15733,0.16723,0.04434,0.02711,0.05117,0.30373,0.18213,0.41296,0.1,0.6886736556230161,103.49330487347956,-283.65920357506843
110.0,0.06322,0.06460,0.08714,0.07555,0.06416,0.05591,0.06061,0.06067,0.06476,0.06265,0.05888,0.06252,0.06633,0.04148,0.06159,0.05592,0.06185,0.17825,0.17434,0.12245,0.19602,0.17591,0.14241,0.17629,0.19249,0.18187,0.18269,0.17230,0.19381,0.20078,0.21353,0.17612,0.15651,0.15733,0.14934,0.15523,0.00844,0.23734,0.49369,0.00796,0.19291,0.1,0.6886736556230161,102.28033661279865,-280.05925652759316
111.0,0.06322,0.06460,0.08714,0.07555,0.06416,0.05591,0.06061,0.06067,0.06476,0.06265,0.05888,0.06252,0.06633,0.04148,0.06159,0.05592,0.06185,0.17825,0.17434,0.12245,0.19602,0.17591,0.14241,0.17629,0.19249,0.18187,0.18269,0.17230,0.19381,0.20078,0.21353,0.17612,0.15651,0.15733,0.13401,0.04006,0.11717,0.07102,0.53484,0.00796,0.38147,0.1,0.6886736556230161,102.28033661279865,-279.5842537061123
112.0,0.06322,0.06460,0.06546,0.07555,0.06416,0.05591,0.06061,0.06067,0.06476,0.06265,0.05888,0.06252,0.06633,0.04148,0.06159,0.05592,0.06185,0.17825,0.17434,0.19987,0.19602,0.17591,0.14241,0.17629,0.19249,0.18187,0.18269,0.17230,0.19381,0.20078,0.21353,0.17612,0.15651,0.15733,0.13401,0.21620,0.11775,0.05318,0.53484,0.00796,0.38147,0.1,0.614851882944139,105.89844818567417,-281.8187338084082
113.0,0.06322,0.06460,0.06546,0.06903,0.06416,0.05591,0.06061,0.06067,0.06476,0.06265,0.05888,0.06252,0.06633,0.03928,0.06159,0.05592,0.06185,0.17825,0.17434,0.19987,0.24873,0.17591,0.14241,0.17629,0.19249,0.18187,0.18269,0.17230,0.19381,0.20078,0.24588,0.17612,0.15651,0.15733,0.13401,0.35648,0.11775,0.41124,0.43331,0.02369,0.38147,0.1,0.6287155782452819,99.84409482209603,-282.8754349244206
114.0,0.09507,0.09645,0.09731,0.10088,0.09601,0.08776,0.09245,0.09252,0.09661,0.09449,0.09073,0.09436,0.09817,0.07112,0.09344,0.08777,0.09370,0.14779,0.14387,0.16940,0.21826,0.14544,0.11194,0.14582,0.16202,0.15140,0.15222,0.14183,0.16335,0.17032,0.21542,0.14566,0.12605,0.12686,0.13401,0.35648,0.11775,0.18716,0.43331,0.02811,0.38147,0.1,0.7236591589411879,99.4341697117589,-280.5478029798029
